"Time_Iter",    "Cur_Time"    ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
        204,        0.17140692,      -6.466672418,      -3.273865277,      -3.630713581,     -0.9669119792,          6383.475,   -0.008549217646,        1.22710394,                 0,                 0,                 0,     0.02251344432,     -0.2215036987,       1.206976917,                 0,      -143.5340625
        205,        0.17224715,       -6.48209374,      -3.283086512,      -3.638616917,     -0.9772130472,          6383.475,   -0.008701968828,       1.221597946,                 0,                 0,                 0,     0.02289388666,     -0.2206980235,       1.201528047,                 0,      -140.3817883
        206,        0.17308738,      -6.498997181,      -3.293464396,      -3.647736988,     -0.9886747042,          6383.475,   -0.008808946791,       1.216303134,                 0,                 0,                 0,     0.02328771548,     -0.2198839419,       1.196295099,                 0,      -138.0758862
        207,        0.17392761,      -6.517472672,      -3.305036073,      -3.658114106,      -1.001331713,          6383.475,   -0.008870695801,       1.211233456,                 0,                 0,                 0,     0.02369419248,     -0.2190644124,       1.191291718,                 0,      -136.5432299
        208,        0.17476784,      -6.537620111,      -3.317846997,      -3.669793202,      -1.015224995,          6383.475,   -0.008887778959,       1.206402459,                 0,                 0,                 0,     0.02411257509,     -0.2182423422,       1.186531148,                 0,      -135.7372258
        209,        0.17560807,       -6.55956358,      -3.331960443,       -3.68283859,      -1.030417706,          6383.475,   -0.008860788719,       1.201823242,                 0,                 0,                 0,     0.02454211829,     -0.2174205892,       1.182026186,                 0,      -135.6338899
        210,         0.1764483,      -6.583442423,      -3.347452432,      -3.697328407,      -1.046984151,          6383.475,   -0.008790343418,       1.197508416,                 0,                 0,                 0,     0.02498206712,     -0.2166019526,       1.177789146,                 0,      -136.2299923
        211,        0.17728853,      -6.609414368,      -3.364414344,      -3.713342646,      -1.065009642,          6383.475,    -0.00867709994,       1.193469984,                 0,                 0,                 0,     0.02543158671,     -0.2157891631,        1.17383173,                 0,       -137.542496
        212,        0.17812876,      -6.637668773,      -3.382957681,      -3.731025861,      -1.084615683,          6383.475,   -0.008521749843,         1.1897194,                 0,                 0,                 0,     0.02588985267,     -0.2149848911,       1.170165103,                 0,      -139.6097541
        213,        0.17896899,      -6.668407724,      -3.403213626,      -3.750475931,      -1.105918719,          6383.475,   -0.008324976127,       1.186267746,                 0,                 0,                 0,     0.02635619805,     -0.2141917333,       1.166800056,                 0,      -142.4950327
        214,        0.17980922,      -6.701846213,      -3.425331827,      -3.771855619,      -1.129071542,          6383.475,   -0.008087515233,       1.183125223,                 0,                 0,                 0,     0.02682976455,     -0.2134121867,       1.163746511,                 0,       -146.290324
        215,        0.18064945,      -6.738200803,      -3.449495384,      -3.795339144,      -1.154248892,          6383.475,   -0.007810141862,       1.180301292,                 0,                 0,                 0,     0.02730963712,     -0.2126486567,       1.161013646,                 0,      -151.1241809
        216,        0.18148968,      -6.777659676,      -3.475928405,      -3.821151979,      -1.181670025,          6383.475,   -0.007493658309,       1.177804648,                 0,                 0,                 0,     0.02779486249,     -0.2119034436,       1.158609889,                 0,      -157.1735192
        217,        0.18232991,      -6.820315975,      -3.504901265,      -3.849557235,       -1.21159565,          6383.475,   -0.007138891355,       1.175643178,                 0,                 0,                 0,     0.02828444807,      -0.211178731,       1.156542861,                 0,      -164.6814778
        218,        0.18317014,      -6.866030957,      -3.536736339,      -3.880865395,      -1.244329579,          6383.475,   -0.006746696009,       1.173823911,                 0,                 0,                 0,     0.02877736547,     -0.2104765817,       1.154819337,                 0,      -173.9850009
        219,        0.18401037,      -6.914172786,      -3.571820313,      -3.915450393,      -1.280227817,          6383.475,   -0.006317953639,       1.172352982,                 0,                 0,                 0,     0.02927255042,     -0.2097989287,       1.153445205,                 0,       -185.558972
        220,         0.1848506,      -6.963152559,      -3.610619585,      -3.953759046,      -1.319705721,          6383.475,   -0.005853571701,         1.1712356,                 0,                 0,                 0,     0.02976890165,     -0.2091475704,       1.152425438,                 0,      -200.0890499
        221,        0.18569083,      -7.002463575,      -3.645370332,      -3.984336038,      -1.357414972,          6383.475,   -0.005354708523,       1.170476737,                 0,                 0,                 0,     0.03026552898,     -0.2085245109,        1.15176473,                 0,      -218.5883195
        222,        0.18653106,       -7.00565329,      -3.655085942,      -3.980642691,      -1.367135132,          6383.475,   -0.004822863307,       1.170082709,                 0,                 0,                 0,     0.03076249536,     -0.2079323233,       1.151469042,                 0,       -242.611626
        223,        0.18737129,      -7.004713661,      -3.686647836,      -4.006356631,      -1.396485379,          6383.475,   -0.004257615796,       1.170055315,                 0,                 0,                 0,     0.03125834077,     -0.2073709063,       1.151540218,                 0,      -274.8146782
        224,        0.18821152,      -7.008979695,      -3.750769351,      -4.075661067,       -1.45486563,          6383.475,   -0.003659192709,       1.170393342,                 0,                 0,                 0,     0.03175081882,     -0.2068402723,       1.151977025,                 0,      -319.8501514
        225,        0.18905175,      -7.005473877,      -3.833078331,       -4.16485455,       -1.53325251,          6383.475,   -0.003029210729,        1.17109524,                 0,                 0,                 0,     0.03223785472,     -0.2063417445,       1.152777655,                 0,       -386.600783
        226,        0.18989198,      -7.000745582,      -3.935914448,      -4.271431757,      -1.629969147,          6383.475,     -0.0023694328,       1.172157962,                 0,                 0,                 0,     0.03271713023,     -0.2058765298,       1.153938801,                 0,      -494.6998124
        227,        0.19073221,      -6.998260455,      -4.054708891,      -4.382624422,       -1.74374178,          6383.475,   -0.001681718921,         1.1735779,                 0,                 0,                 0,      0.0331864873,     -0.2054458335,       1.155456587,                 0,       -697.844262
        228,        0.19157244,      -6.972708535,      -4.138586307,       -4.45088506,      -1.807068948,          6383.475,  -0.0009675236314,        1.17535401,                 0,                 0,                 0,     0.03364578966,     -0.2050509067,       1.157329733,                 0,      -1214.806514
        229,        0.19241267,      -6.993437403,      -4.239345398,      -4.522387091,      -1.890791106,          6383.475,  -0.0002284914958,       1.177478825,                 0,                 0,                 0,     0.03409160087,     -0.2046920725,       1.159550599,                 0,       -5153.27199
        230,         0.1932529,      -6.878608442,      -4.130961944,       -4.44661611,      -1.783523866,          6383.475,    0.000536467312,       1.179960912,                 0,                 0,                 0,     0.03453080881,     -0.2043697449,       1.162127811,                 0,       2199.501974
        231,        0.19409313,      -6.822494304,      -4.053713852,      -4.381631205,      -1.713948564,          6383.475,    0.001326464421,        1.18279363,                 0,                 0,                 0,     0.03496106946,      -0.204083646,       1.165054675,                 0,       891.6889225
        232,        0.19493336,      -6.780321247,      -3.971779116,      -4.308224508,      -1.635682591,          6383.475,    0.002140403212,       1.185970275,                 0,                 0,                 0,     0.03538043129,     -0.2038336914,       1.168324399,                 0,       554.0873182
        233,        0.19577359,      -6.736607598,      -3.889695337,      -4.229882165,      -1.562809036,          6383.475,    0.002977257042,       1.189483819,                 0,                 0,                 0,     0.03578739422,     -0.2036196717,       1.171929882,                 0,       399.5233874
        234,        0.19661382,      -6.701995912,      -3.820518938,      -4.163426753,      -1.498922753,          6383.475,    0.003835388338,       1.193324612,                 0,                 0,                 0,     0.03617946843,      -0.203441524,       1.175861338,                 0,       311.1352767
        235,        0.19745405,      -6.670157255,      -3.759184284,      -4.103635153,      -1.441092535,          6383.475,    0.004713189016,       1.197482195,                 0,                 0,                 0,     0.03655458256,     -0.2032990159,       1.180108186,                 0,       254.0704799
        236,        0.19829428,      -6.638297232,      -3.701025383,      -4.045161318,      -1.384559424,          6383.475,    0.005609115696,       1.201945755,                 0,                 0,                 0,      0.0369113585,     -0.2031917894,       1.184659511,                 0,       214.2843578
        237,        0.19913451,      -6.609694963,      -3.649083394,      -3.993534461,       -1.33188472,          6383.475,    0.006521435229,       1.206703863,                 0,                 0,                 0,     0.03724873648,     -0.2031195668,       1.189503755,                 0,        185.036548
        238,        0.19997474,      -6.585680549,      -3.605775829,      -3.951538767,      -1.290429009,          6383.475,    0.007448290668,       1.211744881,                 0,                 0,                 0,     0.03756604039,      -0.203082156,       1.194629135,                 0,       162.6876467
        239,        0.20081497,      -6.563773967,      -3.566569073,      -3.914074966,      -1.252997082,          6383.475,    0.008388152945,       1.217057742,                 0,                 0,                 0,      0.0378632301,      -0.203079141,       1.200024488,                 0,       145.0924596
        240,         0.2016552,      -6.543796126,      -3.530918407,      -3.880232632,       -1.21893043,          6383.475,    0.009339689698,       1.222631504,                 0,                 0,                 0,     0.03814057707,     -0.2031099338,       1.205678804,                 0,       130.9070797
        241,        0.20249543,      -6.522019497,      -3.496432629,      -3.845766092,      -1.187141979,          6383.475,     0.01030158045,       1.228454682,                 0,                 0,                 0,     0.03839820716,     -0.2031738405,       1.211580545,                 0,        119.249147
        242,        0.20333566,      -6.499557581,      -3.460941699,      -3.809311657,       -1.15182509,          6383.475,     0.01127251459,       1.234515046,                 0,                 0,                 0,     0.03863595742,     -0.2032700283,        1.21771744,                 0,       109.5154977
        243,        0.20417589,      -6.483909416,      -3.433289788,      -3.782960497,      -1.124718441,          6383.475,     0.01225019627,       1.240798237,                 0,                 0,                 0,     0.03885254602,     -0.2033982644,       1.224074948,                 0,       101.2880291
        244,        0.20501612,      -6.469488672,      -3.407894038,      -3.758991897,      -1.099711153,          6383.475,     0.01323254301,        1.24728915,                 0,                 0,                 0,     0.03904672735,     -0.2035579769,       1.230637832,                 0,       94.25921752
        245,        0.20585635,      -6.454274195,      -3.380955732,      -3.732636735,      -1.071062599,          6383.475,     0.01421777756,       1.253972536,                 0,                 0,                 0,     0.03921785485,     -0.2037482682,       1.237390767,                 0,       88.19750702
        246,        0.20669658,      -6.442384515,      -3.359415614,      -3.712451951,      -1.049602607,          6383.475,     0.01520310408,       1.260832028,                 0,                 0,                 0,     0.03936499745,     -0.2039690493,       1.244317148,                 0,       82.93253944
        247,        0.20753681,      -6.431616108,      -3.339586354,      -3.694152272,       -1.02981832,          6383.475,     0.01618592959,       1.267851288,                 0,                 0,                 0,     0.03948752689,     -0.2042200367,       1.251400435,                 0,       78.33045858
        248,        0.20837704,      -6.422051073,      -3.321474801,      -3.677572275,      -1.011675184,          6383.475,     0.01716379029,        1.27501386,                 0,                 0,                 0,     0.03958517585,     -0.2045007995,       1.258623995,                 0,       74.28509892
        249,        0.20921727,      -6.413623412,      -3.304909239,      -3.662514967,     -0.9949885798,          6383.475,     0.01813418275,       1.282303192,                 0,                 0,                 0,     0.03965783303,     -0.2048109288,       1.265971093,                 0,       70.71193721
        250,         0.2100575,      -6.406265488,      -3.289749557,      -3.648857876,     -0.9796243894,          6383.475,     0.01909457269,       1.289702614,                 0,                 0,                 0,     0.03970544833,     -0.2051500255,       1.273424871,                 0,       67.54288956
        251,        0.21089773,      -6.399924566,       -3.27589039,      -3.636513106,     -0.9654858198,          6383.475,     0.02004238507,       1.297195295,                 0,                 0,                 0,     0.03972797582,     -0.2055177028,       1.280968307,                 0,       64.72260114
        252,        0.21173796,      -6.394567321,      -3.263256419,      -3.625412049,     -0.9525080626,          6383.475,     0.02097497611,        1.30476419,                 0,                 0,                 0,     0.03972535409,     -0.2059136048,       1.288584156,                 0,       62.20575332
        253,        0.21257819,      -6.390170706,      -3.251787123,      -3.615498409,     -0.9406404752,          6383.475,     0.02188961287,       1.312392043,                 0,                 0,                 0,     0.03969752221,     -0.2063374262,        1.29625495,                 0,       59.95501386
        254,        0.21341842,      -6.386722161,      -3.241431053,       -3.60672833,     -0.9298428107,          6383.475,     0.02278352722,       1.320061429,                 0,                 0,                 0,     0.03964446797,     -0.2067888672,       1.303963047,                 0,       57.93929165
        255,        0.21425865,      -6.384205517,      -3.232149547,      -3.599074475,     -0.9200800039,          6383.475,     0.02365389067,       1.327754854,                 0,                 0,                 0,     0.03956627799,     -0.2072676759,        1.31169073,                 0,        56.1326199
        256,        0.21509888,      -6.382615141,      -3.223895834,      -3.592500741,     -0.9113197097,          6383.475,     0.02449785731,       1.335454851,                 0,                 0,                 0,     0.03946317024,     -0.2077736215,         1.3194203,                 0,       54.51312882
        257,        0.21593911,      -6.381951195,      -3.216642456,      -3.586960206,     -0.9035353974,          6383.475,      0.0253124541,       1.343144056,                 0,                 0,                 0,     0.03933548416,     -0.2083066166,       1.327134141,                 0,       53.06257744
        258,        0.21677934,      -6.382208679,      -3.210363664,      -3.582433414,     -0.8967076067,          6383.475,     0.02609480688,       1.350805178,                 0,                 0,                 0,     0.03918364783,     -0.2088664894,       1.334814728,                 0,        51.7652874
        259,        0.21761957,      -6.383385541,      -3.205048037,      -3.578910778,     -0.8908304504,          6383.475,     0.02684207266,       1.358421028,                 0,                 0,                 0,        0.03900812,     -0.2094530548,       1.342444637,                 0,       50.60790369
        260,         0.2184598,        -6.3854867,      -3.200687724,      -3.576374604,     -0.8858984555,          6383.475,     0.02755143548,        1.36597448,                 0,                 0,                 0,     0.03880935205,      -0.210066112,       1.350006515,                 0,       49.57906753
        261,        0.21930003,      -6.388521924,      -3.197284286,      -3.574820923,     -0.8819127631,          6383.475,     0.02822012074,       1.373448471,                 0,                 0,                 0,     0.03858777812,     -0.2107054305,       1.357483075,                 0,       48.66912101
        262,        0.22014026,      -6.392503093,      -3.194839229,      -3.574252999,     -0.8788780298,          6383.475,     0.02884538312,        1.38082606,                 0,                 0,                 0,     0.03834382876,      -0.211370772,       1.364857157,                 0,       47.86991575
        263,        0.22098049,      -6.397456251,      -3.193360128,      -3.574678941,     -0.8768070353,          6383.475,      0.0294245412,       1.388090478,                 0,                 0,                 0,     0.03807797554,     -0.2120618656,       1.372111783,                 0,       47.17458358
        264,        0.22182072,      -6.403415699,      -3.192858646,      -3.576089255,     -0.8757156705,          6383.475,     0.02995500006,       1.395225222,                 0,                 0,                 0,     0.03779077261,      -0.212778401,       1.379230247,                 0,       46.57737337
        265,        0.22266095,      -6.410408855,      -3.193332958,      -3.578482845,     -0.8755986833,          6383.475,     0.03043433012,       1.402214149,                 0,                 0,                 0,     0.03748287623,     -0.2135199675,       1.386196232,                 0,       46.07343561
        266,        0.22350118,      -6.418486225,      -3.194825478,      -3.581893669,     -0.8765123712,          6383.475,     0.03086018265,       1.409041495,                 0,                 0,                 0,     0.03715505305,     -0.2142861407,       1.392993803,                 0,       45.65888382
        267,        0.22434141,      -6.427697533,      -3.197364978,      -3.586328889,     -0.8784834033,          6383.475,     0.03123036647,       1.415691955,                 0,                 0,                 0,       0.036808149,      -0.215076421,       1.399607509,                 0,       45.33062256
        268,        0.22518164,      -6.438090131,      -3.200970462,      -3.591807648,     -0.8815286932,          6383.475,     0.03154288934,       1.422150709,                 0,                 0,                 0,     0.03644306791,      -0.215890197,       1.406022409,                 0,       45.08625362
        269,        0.22602187,      -6.449753841,      -3.205689046,      -3.598421601,     -0.8857280159,          6383.475,     0.03179595534,        1.42840341,                 0,                 0,                 0,     0.03606076639,     -0.2167267457,       1.412224062,                 0,       44.92406013
        270,         0.2268621,      -6.462718088,      -3.211551949,      -3.606116553,     -0.8910709046,          6383.475,     0.03198796891,       1.434436215,                 0,                 0,                 0,     0.03566225118,      -0.217585235,       1.418198559,                 0,       44.84299142
        271,        0.22770233,      -6.477071568,      -3.218602865,       -3.61494265,     -0.8976146429,          6383.475,     0.03211754438,       1.440235849,                 0,                 0,                 0,     0.03524857561,     -0.2184647238,       1.423932583,                 0,       44.84265147
        272,        0.22854256,      -6.492911126,      -3.226891461,      -3.624940331,      -0.905413532,          6383.475,     0.03218350835,       1.445789609,                 0,                 0,                 0,     0.03482083878,     -0.2193641623,       1.429413423,                 0,       44.92330646
        273,        0.22938279,      -6.510342183,      -3.236476005,      -3.636164415,     -0.9145339608,          6383.475,     0.03218489503,       1.451085347,                 0,                 0,                 0,     0.03438018495,     -0.2202823921,       1.434628949,                 0,       45.08591208
        274,        0.23022302,       -6.52947359,      -3.247425271,      -3.648674905,      -0.925043726,          6383.475,     0.03212097717,       1.456111498,                 0,                 0,                 0,     0.03392779291,     -0.2212181207,       1.439567642,                 0,       45.33210463
        275,        0.23106325,      -6.550439911,      -3.259824341,      -3.662543953,     -0.9370323158,          6383.475,     0.03199127385,       1.460857134,                 0,                 0,                 0,      0.0334648665,     -0.2221699246,       1.444218658,                 0,       45.66423771
        276,        0.23190348,      -6.573383728,       -3.27376236,      -3.677860118,     -0.9505905461,          6383.475,     0.03179554435,       1.465312001,                 0,                 0,                 0,     0.03299263039,     -0.2231362601,       1.448571858,                 0,         46.085451
        277,        0.23274371,      -6.598470602,      -3.289346977,      -3.694728965,     -0.9658347264,          6383.475,     0.03153380248,       1.469466508,                 0,                 0,                 0,     0.03251233336,      -0.224115448,       1.452617797,                 0,       46.59972449
        278,        0.23358394,      -6.625877831,       -3.30670622,      -3.713254868,     -0.9828984025,          6383.475,     0.03120631071,       1.473311738,                 0,                 0,                 0,     0.03202524537,     -0.2251056817,       1.456347741,                 0,       47.21198067
        279,        0.23442417,      -6.655784367,      -3.325985458,      -3.733570002,      -1.001931983,          6383.475,     0.03081358766,       1.476839478,                 0,                 0,                 0,     0.03153265025,     -0.2261050241,       1.459753692,                 0,       47.92818982
        280,         0.2352644,      -6.688385576,      -3.347370914,      -3.755879315,      -1.023138473,          6383.475,     0.03035640594,        1.48004224,                 0,                 0,                 0,     0.03103583919,     -0.2271114139,       1.462828407,                 0,       48.75551614
        281,        0.23610463,      -6.723802541,      -3.371057473,      -3.780294132,      -1.046708286,          6383.475,     0.02983579011,       1.482913269,                 0,                 0,                 0,     0.03053610927,     -0.2281226695,       1.465565415,                 0,       49.70249704
        282,        0.23694486,      -6.762074667,      -3.397286762,      -3.807056495,      -1.072900193,          6383.475,     0.02925301494,       1.485446568,                 0,                 0,                 0,     0.03003476148,     -0.2291364937,        1.46795903,                 0,         50.779264
        283,        0.23778509,      -6.803028675,      -3.426354646,      -3.836432367,      -1.102027565,          6383.475,     0.02860960387,        1.48763691,                 0,                 0,                 0,     0.02953309882,     -0.2301504787,       1.470004368,                 0,       51.99781572
        284,        0.23862532,      -6.846063345,      -3.458612511,      -3.868716147,       -1.13445856,          6383.475,     0.02790731924,       1.489479847,                 0,                 0,                 0,      0.0290324207,     -0.2311621168,       1.471697357,                 0,       53.37237283
        285,        0.23946555,      -6.889793055,        -3.4944842,      -3.904253556,      -1.170643264,          6383.475,     0.02714815567,       1.490971719,                 0,                 0,                 0,     0.02853401918,     -0.2321688078,       1.473034736,                 0,       54.91981619
        286,        0.24030578,       -6.93154282,      -3.534472134,      -3.943424591,      -1.211119411,          6383.475,      0.0263343348,        1.49210966,                 0,                 0,                 0,     0.02803917694,     -0.2331678663,       1.474014071,                 0,       56.66023735
        287,        0.24114601,      -6.966988793,      -3.579168347,      -3.986639619,      -1.256526432,          6383.475,     0.02546829139,       1.492891604,                 0,                 0,                 0,     0.02754915952,     -0.2341565357,       1.474633748,                 0,       58.61765838
        288,        0.24198624,      -6.990649102,      -3.629306324,      -4.034356683,      -1.307641159,          6383.475,     0.02455266004,       1.493316294,                 0,                 0,                 0,     0.02706521185,     -0.2351320031,       1.474892988,                 0,       60.82095753
        289,        0.24282647,      -6.997613602,      -3.685745193,      -4.086990836,      -1.365370643,          6383.475,      0.0235902616,       1.493383291,                 0,                 0,                 0,     0.02658856045,     -0.2360914145,       1.474791849,                 0,       63.30507546
        290,         0.2436667,      -6.992369589,      -3.755360573,      -4.152146936,      -1.437074465,          6383.475,     0.02258401632,        1.49309367,                 0,                 0,                 0,     0.02612071644,     -0.2370320806,       1.474331896,                 0,       66.11284942
        291,        0.24450693,      -6.974610783,       -3.83837199,      -4.226702823,      -1.522847325,          6383.475,     0.02153729341,       1.492449428,                 0,                 0,                 0,     0.02566325062,       -0.23795103,        1.47351568,                 0,       69.29605313
        292,        0.24534716,      -6.939050276,      -3.920483432,       -4.29300023,      -1.612070894,          6383.475,     0.02045366873,       1.491452082,                 0,                 0,                 0,     0.02521706278,     -0.2388450047,       1.472345316,                 0,       72.91856059
        293,        0.24618739,      -6.903666577,      -4.003118514,      -4.353255547,      -1.691827957,          6383.475,     0.01933659962,       1.490104748,                 0,                 0,                 0,     0.02478336331,     -0.2397111408,       1.470824474,                 0,        77.0613643
        294,        0.24702762,      -6.873428316,      -4.073063962,      -4.400272345,      -1.768805149,          6383.475,     0.01818979742,       1.488411616,                 0,                 0,                 0,     0.02436359323,     -0.2405465112,       1.468957924,                 0,       81.82672855
        295,        0.24786785,       -6.83535154,      -4.082013222,      -4.404851541,      -1.771724628,          6383.475,     0.01701682783,       1.486376359,                 0,                 0,                 0,     0.02395831938,      -0.241348242,       1.466749903,                 0,       87.34744064
        296,        0.24870808,      -6.767690515,      -4.003918198,      -4.345895981,       -1.67158407,          6383.475,     0.01582024122,       1.484000274,                 0,                 0,                 0,     0.02356620866,     -0.2421140471,       1.464202132,                 0,       93.80389674
        297,        0.24954831,      -6.725648632,      -3.930585657,      -4.289821366,      -1.597249346,          6383.475,     0.01460411694,       1.481290854,                 0,                 0,                 0,     0.02318928661,     -0.2428412098,       1.461322696,                 0,       101.4296763
        298,        0.25038854,      -6.689077719,      -3.853637862,      -4.227206465,      -1.517803276,          6383.475,     0.01337242141,       1.478255445,                 0,                 0,                 0,     0.02282896817,     -0.2435270999,        1.45811952,                 0,       110.5450838
        299,        0.25122877,      -6.650697116,      -3.774559616,      -4.156877483,      -1.433571497,          6383.475,     0.01212852662,       1.474900636,                 0,                 0,                 0,     0.02248555181,     -0.2441695406,       1.454599677,                 0,       121.6059198
        300,          0.252069,      -6.619870186,      -3.709976706,      -4.098848061,      -1.369386747,          6383.475,     0.01087673074,       1.471235658,                 0,                 0,                 0,     0.02216051567,     -0.2447659022,       1.450773007,                 0,       135.2645104
        301,        0.25290923,      -6.588394045,      -3.651401795,      -4.042997069,      -1.313153992,          6383.475,    0.009620996643,       1.467269962,                 0,                 0,                 0,     0.02185485259,     -0.2453139229,       1.446649503,                 0,       152.5070652
        302,        0.25374946,      -6.562620896,      -3.600792485,      -3.995317458,      -1.263229676,          6383.475,     0.00836537043,       1.463013614,                 0,                 0,                 0,      0.0215694457,     -0.2458113663,       1.442239781,                 0,       174.8892803
        303,        0.25458969,      -6.539180906,      -3.555906672,      -3.952386635,      -1.219140711,          6383.475,    0.007113554999,       1.458476944,                 0,                 0,                 0,     0.02130470861,     -0.2462563793,       1.437554658,                 0,       205.0278579
        304,        0.25542992,      -6.517848134,      -3.515887192,      -3.913597779,      -1.179981371,          6383.475,    0.005869210796,       1.453670814,                 0,                 0,                 0,      0.0210609806,     -0.2466472435,       1.432605466,                 0,       247.6773905
        305,        0.25627015,      -6.490722949,       -3.47143784,      -3.866434407,      -1.133070735,          6383.475,    0.004634925915,       1.448605614,                 0,                 0,                 0,     0.02083767365,      -0.246983214,       1.427402886,                 0,       312.5412661
        306,        0.25711038,      -6.472781059,       -3.43860135,       -3.83376762,      -1.101143322,          6383.475,    0.003415175372,       1.443294336,                 0,                 0,                 0,     0.02063585889,     -0.2472621402,       1.421960491,                 0,       422.6120709
        307,        0.25795061,      -6.456332388,      -3.409107747,       -3.80427421,      -1.072636566,          6383.475,    0.002213477784,       1.437750325,                 0,                 0,                 0,     0.02045641707,     -0.2474828737,       1.416292033,                 0,       649.5435983
        308,        0.25879084,      -6.441551153,      -3.382798766,      -3.777586588,       -1.04728358,          6383.475,    0.001033129258,       1.431987557,                 0,                 0,                 0,     0.02030009566,      -0.247644596,       1.410411849,                 0,       1386.068147
        309,        0.25963107,      -6.428353113,      -3.359234373,      -3.753344567,        -1.0246341,          6383.475,  -0.0001226827493,       1.426020484,                 0,                 0,                 0,     0.02016744758,     -0.2477466773,       1.404334725,                 0,      -11623.64303
        310,         0.2604713,      -6.416640005,       -3.33807809,      -3.731313663,      -1.004373722,          6383.475,   -0.001250911456,       1.419863955,                 0,                 0,                 0,     0.02005881324,     -0.2477886957,       1.398075813,                 0,      -1135.063516
        311,        0.26131153,      -6.406331099,      -3.319084138,      -3.711302239,     -0.9862758354,          6383.475,   -0.002348683305,       1.413533168,                 0,                 0,                 0,      0.0199743355,     -0.2477704602,       1.391650578,                 0,      -601.8406846
        312,        0.26215176,      -6.397345617,      -3.302051879,      -3.693108585,     -0.9701419868,          6383.475,   -0.003413305643,       1.407043686,                 0,                 0,                 0,     0.01991404287,     -0.2476920218,       1.385074816,                 0,      -412.2231738
        313,        0.26299199,      -6.389616773,      -3.286828277,        -3.6766272,     -0.9558235165,          6383.475,   -0.004442285117,       1.400411432,                 0,                 0,                 0,     0.01987791463,     -0.2475536899,       1.378364641,                 0,      -315.2457338
        314,        0.26383222,      -6.383092767,      -3.273298214,       -3.66174214,     -0.9432013418,          6383.475,   -0.005433331988,       1.393652687,                 0,                 0,                 0,     0.01986592037,     -0.2473560368,       1.371536483,                 0,       -256.500558
        315,        0.26467245,      -6.377736265,      -3.261357006,      -3.648360242,     -0.9321697358,          6383.475,   -0.006384358278,       1.386784068,                 0,                 0,                 0,     0.01987802036,     -0.2470998918,        1.36460707,                 0,      -217.2158904
        316,        0.26551268,      -6.373512068,      -3.250912046,      -3.636403794,     -0.9226370986,          6383.475,   -0.007293465481,       1.379822495,                 0,                 0,                 0,      0.0199141455,     -0.2467863231,       1.357593394,                 0,      -189.1861281
        317,        0.26635291,      -6.370421167,      -3.241874656,      -3.625813486,     -0.9145268747,          6383.475,   -0.008158934648,       1.372785148,                 0,                 0,                 0,     0.01997416984,     -0.2464166214,       1.350512673,                 0,      -168.2554411
        318,        0.26719314,      -6.368455456,      -3.234167641,      -3.616525103,     -0.9077763393,          6383.475,    -0.00897929429,       1.365689007,                 0,                 0,                 0,     0.02005760971,     -0.2459922859,       1.343381884,                 0,      -152.0931337
        319,        0.26803337,      -6.367597385,      -3.227729261,      -3.608476727,       -0.90232154,          6383.475,    -0.00975331021,       1.358550914,                 0,                 0,                 0,     0.02016373419,      -0.245515026,       1.336217828,                 0,      -139.2912647
        320,         0.2688736,       -6.36779453,      -3.222497762,      -3.601597202,     -0.8980807269,          6383.475,    -0.01047987172,       1.351388172,                 0,                 0,                 0,     0.02029205198,     -0.2449867523,       1.329037739,                 0,      -128.9508315
        321,        0.26971383,      -6.369032197,      -3.218428107,      -3.595847659,     -0.8950053544,          6383.475,    -0.01115802962,       1.344218329,                 0,                 0,                 0,     0.02044217731,     -0.2444095774,       1.321859061,                 0,      -120.4709412
        322,        0.27055406,       -6.37130928,      -3.215504415,      -3.591220895,     -0.8930732166,          6383.475,    -0.01178697293,       1.337059177,                 0,                 0,                 0,     0.02061381679,     -0.2437857918,       1.314699457,                 0,      -113.4353311
        323,        0.27139429,      -6.374631449,      -3.213693618,      -3.587696262,      -0.892257588,          6383.475,    -0.01236603583,       1.329928657,                 0,                 0,                 0,     0.02080669118,     -0.2431178556,       1.307576712,                 0,      -107.5468869
        324,        0.27223452,       -6.37901218,      -3.212972113,      -3.585258231,     -0.8925371661,          6383.475,     -0.0128947098,       1.322844717,                 0,                 0,                 0,     0.02102045582,     -0.2424083847,       1.300508591,                 0,      -102.5881728
        325,        0.27307475,      -6.384464447,      -3.213316934,       -3.58389163,     -0.8938893293,          6383.475,    -0.01337264626,       1.315825195,                 0,                 0,                 0,     0.02125466372,      -0.241660133,       1.293512718,                 0,      -98.39676973
        326,        0.27391498,      -6.391014444,      -3.214735945,      -3.583602852,      -0.896325824,          6383.475,    -0.01379958827,       1.308887783,                 0,                 0,                 0,     0.02150877038,     -0.2408759198,       1.286606563,                 0,      -94.84977066
        327,        0.27475521,      -6.398665786,      -3.217181103,      -3.584360995,     -0.8997828157,          6383.475,    -0.01417553583,       1.302049942,                 0,                 0,                 0,     0.02178218126,     -0.2400587772,       1.279807321,                 0,      -91.85190296
