"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,          20,      -1.468395477,       0.989286589,      0.9989904285,       4.003412584,          6383.475,     -0.1384905114,      0.7949057385,                 0,                 0,                 0,     -0.1423910395,     -0.2744204622,      0.7587807093,                 0,      -5.739784847
          0,           0,          21,      -1.467112052,        0.99809512,       1.012754035,       4.004312708,          6383.475,     -0.2094568459,      0.5685585347,                 0,                 0,                 0,     -0.1992533776,     -0.3050038792,      0.5235490534,                 0,      -2.714442359
          0,           0,          22,      -1.472857092,         1.0128732,       1.035317753,       4.000455738,          6383.475,     -0.2353728964,      0.4684282687,                 0,                 0,                 0,      -0.220946727,     -0.3131387685,      0.4204397162,                 0,      -1.990153819
          0,           0,          23,      -1.474543431,       1.023085926,        1.04827469,       3.997139094,          6383.475,      -0.279795674,       0.246176409,                 0,                 0,                 0,     -0.2608088028,     -0.3182930338,      0.1938504273,                 0,      -0.879843514
          0,           0,          24,       -1.48310691,       1.034107919,       1.063393791,       3.988383607,          6383.475,     -0.2942509495,      0.1506081842,                 0,                 0,                 0,     -0.2751116372,     -0.3159334531,     0.09722396633,                 0,     -0.5118358479
          0,           0,          25,      -1.484853706,        1.03975221,       1.070143744,        3.98430152,          6383.475,     -0.3138135483,    -0.05233732331,                 0,                 0,                 0,     -0.2999627485,     -0.2999577346,     -0.1060353526,                 0,      0.1667784058
          0,           0,          26,      -1.492442452,       1.038449032,       1.072390137,       3.975948949,          6383.475,     -0.3178517573,       -0.13630817,                 0,                 0,                 0,     -0.3081773564,     -0.2893532096,      -0.189431721,                 0,      0.4288419579
          0,           0,          27,      -1.492491203,       1.036724385,       1.072486302,       3.973750237,          6383.475,     -0.3157382855,     -0.3042824472,                 0,                 0,                 0,      -0.320799068,     -0.2581034191,      -0.354487091,                 0,      0.9637172974
          0,           0,          28,      -1.497466143,       1.023529703,       1.064329841,       3.969263105,          6383.475,     -0.3109467139,     -0.3695848572,                 0,                 0,                 0,     -0.3241377956,     -0.2420449977,      -0.417965363,                 0,       1.188579395
          0,           0,          29,       -1.49593733,       1.016688446,       1.060294531,       3.969504911,          6383.475,     -0.2907335122,     -0.4861423222,                 0,                 0,                 0,     -0.3258125992,     -0.2018988885,     -0.5292420726,                 0,       1.672123446
          0,           0,          30,      -1.498808866,        1.00340323,       1.049588298,       3.969206909,          6383.475,     -0.2786391954,     -0.5254610453,                 0,                 0,                 0,     -0.3244105058,      -0.183160687,     -0.5658632998,                 0,       1.885811666
          0,           0,          31,      -1.497390312,      0.9994695273,       1.046113324,       3.970202288,          6383.475,     -0.2435980617,     -0.5752128236,                 0,                 0,                 0,     -0.3142192997,     -0.1400126012,     -0.6087744078,                 0,       2.361319378
          0,           0,          32,      -1.501083319,       1.001179648,       1.042456818,       3.970258145,          6383.475,     -0.2256630709,     -0.5825056471,                 0,                 0,                 0,     -0.3073301772,     -0.1210836977,     -0.6128420585,                 0,       2.581306923
          0,           0,          33,       -1.50203893,       1.005545409,       1.043514205,       3.969047174,          6383.475,     -0.1793692359,     -0.5561458406,                 0,                 0,                 0,     -0.2836599914,    -0.08007050246,     -0.5788438766,                 0,       3.100564251
          0,           0,          34,      -1.509920386,       1.019294298,       1.049028221,       3.964142927,          6383.475,     -0.1572725529,     -0.5290683787,                 0,                 0,                 0,     -0.2705780202,    -0.06301146957,     -0.5483407334,                 0,       3.364022324
          0,           0,          35,      -1.514233064,       1.026011651,       1.053055712,       3.958747069,          6383.475,      -0.103987549,     -0.4277117787,                 0,                 0,                 0,     -0.2329552192,    -0.02813637349,     -0.4392711241,                 0,       4.113105684
          0,           0,          36,      -1.526812337,       1.034517523,       1.058480339,       3.946642682,          6383.475,    -0.07973649072,     -0.3690560959,                 0,                 0,                 0,      -0.213817868,    -0.01443919575,     -0.3772954008,                 0,       4.628446682
          0,           0,          37,      -1.533013431,       1.035200297,       1.059676315,       3.937779321,          6383.475,    -0.02425614289,      -0.204930256,                 0,                 0,                 0,      -0.163871926,     0.01169812792,     -0.2060289399,                 0,        8.44859205
          0,           0,          38,       -1.54708258,       1.027353556,       1.053559081,       3.921338992,          6383.475,  -2.733739087e-05,     -0.1221874442,                 0,                 0,                 0,      -0.139866009,     0.02119070495,     -0.1203358895,                 0,       4469.608852
          0,           0,          39,      -1.552461352,       1.018407511,       1.046901455,       3.911995544,          6383.475,     0.05291329173,     0.08460695219,                 0,                 0,                 0,    -0.08107538178,     0.03741757686,     0.09250987916,                 0,       1.598973518
          0,           0,          40,      -1.564376281,      0.9924871231,       1.022431845,       3.896949648,          6383.475,     0.07511102563,      0.1814046208,                 0,                 0,                 0,    -0.05406001147,     0.04246933856,      0.1916915697,                 0,       2.415153025
          0,           0,          41,      -1.567832975,      0.9744975315,       1.005469563,       3.889816871,          6383.475,      0.1215585622,      0.4081386217,                 0,                 0,                 0,    0.009234958653,     0.04883928664,      0.4230465017,                 0,       3.357547294
          0,           0,          42,      -1.577645181,      0.9351852551,      0.9612397849,       3.879437324,          6383.475,      0.1401924052,      0.5088386511,                 0,                 0,                 0,      0.0372454575,     0.04970366309,      0.5254524043,                 0,       3.629573587
          0,           0,          43,      -1.580939229,      0.9120119162,       0.934584601,       3.874182945,          6383.475,      0.1774700341,      0.7344300645,                 0,                 0,                 0,      0.1006286968,     0.04724142316,      0.7540897695,                 0,       4.138332808
          0,           0,          44,      -1.592268118,      0.8702948446,      0.8772944857,       3.866160016,          6383.475,      0.1916729545,      0.8305174035,                 0,                 0,                 0,         0.1277797,     0.04454317797,      0.8511836373,                 0,       4.332992131
          0,           0,          45,      -1.598248006,      0.8493516843,       0.847805101,       3.859878974,          6383.475,      0.2185496134,       1.037959074,                 0,                 0,                 0,      0.1870219535,     0.03498965189,       1.060140886,                 0,       4.749306386
          0,           0,          46,      -1.614856793,      0.8219033796,      0.8011673091,       3.849109609,          6383.475,      0.2280830468,       1.123002792,                 0,                 0,                 0,      0.2115397158,     0.02961056435,       1.145548062,                 0,        4.92365745
          0,           0,          47,      -1.625393243,      0.8116177831,      0.7857745722,       3.838949556,          6383.475,      0.2444674774,       1.299279571,                 0,                 0,                 0,      0.2622659613,     0.01513593739,       1.321991927,                 0,       5.314733822
          0,           0,          48,      -1.648862872,      0.8091714529,      0.7812703883,       3.821585413,          6383.475,       0.249506142,       1.368484898,                 0,                 0,                 0,      0.2822396917,    0.008080674265,       1.391020825,                 0,       5.484774393
          0,           0,          49,      -1.664096304,       0.810742479,      0.7886950595,       3.806297685,          6383.475,      0.2559806564,        1.50368818,                 0,                 0,                 0,      0.3197764462,   -0.009020977185,       1.525294352,                 0,       5.874225815
          0,           0,          50,       -1.69324506,      0.8255553031,      0.8165058832,       3.781373551,          6383.475,      0.2568852392,       1.553416951,                 0,                 0,                 0,      0.3331577917,    -0.01676544749,        1.57442471,                 0,       6.047124217
          0,           0,          51,      -1.711532654,      0.8321287731,      0.8319377647,       3.761571029,          6383.475,      0.2543260277,       1.640339432,                 0,                 0,                 0,      0.3529950425,     -0.0343797093,       1.659582242,                 0,       6.449750531
          0,           0,          52,      -1.742574802,      0.8491092984,      0.8606089603,       3.731187744,          6383.475,      0.2515141359,        1.66806455,                 0,                 0,                 0,      0.3579198587,    -0.04196329833,       1.686397873,                 0,       6.632090654
          0,           0,          53,      -1.760732453,      0.8541154827,      0.8715966611,       3.709319955,          6383.475,      0.2409502322,       1.702723707,                 0,                 0,                 0,      0.3567337482,    -0.05838521204,       1.718696077,                 0,        7.06670291
          0,           0,          54,      -1.788049661,      0.8638558376,      0.8869765781,       3.678676855,          6383.475,      0.2348870511,       1.707412862,                 0,                 0,                 0,      0.3520517701,    -0.06517054299,       1.722261132,                 0,       7.269080411
          0,           0,          55,      -1.802288672,      0.8641023912,       0.889942489,       3.658837099,          6383.475,      0.2175516648,       1.690005994,                 0,                 0,                 0,       0.328824763,    -0.07921989482,       1.702108455,                 0,       7.768297222
          0,           0,          56,      -1.820480534,      0.8632293382,      0.8895195631,       3.635486181,          6383.475,      0.2088068563,       1.672582298,                 0,                 0,                 0,      0.3145810103,    -0.08480625716,       1.683430945,                 0,       8.010188593
          0,           0,          57,      -1.828314152,      0.8578090367,      0.8843234246,       3.622044569,          6383.475,      0.1862287663,       1.608043759,                 0,                 0,                 0,       0.271264735,    -0.09583433545,       1.615952247,                 0,       8.634776414
          0,           0,          58,      -1.835391615,      0.8462704049,      0.8690490899,       3.612041756,          6383.475,      0.1755161485,       1.571527375,                 0,                 0,                 0,      0.2488817595,     -0.1000432011,       1.578130403,                 0,       8.953748068
          0,           0,          59,      -1.837317401,      0.8355711568,      0.8564905162,       3.606543032,          6383.475,      0.1495103944,       1.469112617,                 0,                 0,                 0,      0.1902675541,     -0.1078697331,       1.472755702,                 0,       9.826157057
          0,           0,          60,        -1.8363297,      0.8153983821,      0.8284633211,       3.609031782,          6383.475,      0.1376675838,       1.418247951,                 0,                 0,                 0,      0.1623279352,     -0.1107000682,       1.420607303,                 0,       10.30197459
          0,           0,          61,       -1.83535601,       0.800876883,      0.8099334495,       3.608666361,          6383.475,      0.1102340456,       1.290271727,                 0,                 0,                 0,       0.095223076,     -0.1154939913,       1.289811541,                 0,       11.70483873
          0,           0,          62,      -1.832297828,      0.7761493428,      0.7728300769,       3.616478886,          6383.475,     0.09815975466,       1.230865377,                 0,                 0,                 0,     0.06499489528,     -0.1170690422,       1.229211029,                 0,       12.53940967
          0,           0,          63,      -1.831889135,      0.7604548903,      0.7509626876,       3.616686248,          6383.475,     0.07132732965,       1.091077931,                 0,                 0,                 0,   -0.002945538867,     -0.1192199872,       1.086887867,                 0,       15.29677245
          0,           0,          64,      -1.832289619,      0.7372503873,      0.7117514577,       3.622225454,          6383.475,     0.05989981242,       1.029228033,                 0,                 0,                 0,    -0.03207018568,     -0.1197337726,        1.02399324,                 0,       17.18249175
          0,           0,          65,      -1.834881225,      0.7238818737,       0.691337992,       3.619605571,          6383.475,     0.03556707833,      0.8911674044,                 0,                 0,                 0,    -0.09353252635,     -0.1197228613,      0.8838047274,                 0,       25.05596316
          0,           0,          66,      -1.841985319,      0.7083669144,      0.6608320504,       3.618337746,          6383.475,     0.02557327585,      0.8325633063,                 0,                 0,                 0,     -0.1185341222,     -0.1193883406,      0.8243555517,                 0,       32.55598974
          0,           0,          67,      -1.848614715,      0.6999955901,      0.6477926442,        3.61134663,          6383.475,    0.005360108598,      0.7081350882,                 0,                 0,                 0,     -0.1675069488,     -0.1176876911,      0.6983076981,                 0,       132.1120786
          0,           0,          68,      -1.863136476,      0.6944654553,      0.6347794341,       3.601909443,          6383.475,   -0.002567502581,      0.6575335993,                 0,                 0,                 0,     -0.1860766928,     -0.1167080077,      0.6470983443,                 0,      -256.0985154
          0,           0,          69,      -1.873551987,       0.690975778,       0.631276757,       3.590502201,          6383.475,    -0.01745556672,       0.556053576,                 0,                 0,                 0,      -0.218420504,     -0.1137480676,      0.5445747454,                 0,      -31.85537226
          0,           0,          70,       -1.89394936,      0.6923336533,      0.6336212874,       3.573910955,          6383.475,    -0.02289199558,       0.516917922,                 0,                 0,                 0,     -0.2291584155,     -0.1123060699,      0.5050896239,                 0,      -22.58072785
          0,           0,          71,      -1.906760475,      0.6912756894,      0.6357669945,       3.559178201,          6383.475,    -0.03177631216,      0.4444741956,                 0,                 0,                 0,     -0.2429078251,     -0.1084756927,      0.4322037351,                 0,      -13.98759533
          0,           0,          72,      -1.929541972,      0.6942506856,      0.6435867696,       3.538278684,          6383.475,    -0.03453884428,      0.4187879588,                 0,                 0,                 0,     -0.2453859211,     -0.1067358875,      0.4064280214,                 0,      -12.12512948
          0,           0,          73,       -1.94246499,      0.6930002938,      0.6461056399,       3.522210703,          6383.475,    -0.03731863464,      0.3780409322,                 0,                 0,                 0,       -0.24075825,     -0.1023977997,      0.3658173281,                 0,      -10.13008476
          0,           0,          74,      -1.963016989,       0.693664357,      0.6512609271,       3.501121055,          6383.475,    -0.03746941864,      0.3663309123,                 0,                 0,                 0,     -0.2354601532,     -0.1005128693,      0.3542590264,                 0,      -9.776797335
          0,           0,          75,      -1.973611626,       0.690662585,      0.6510677582,       3.486161405,          6383.475,    -0.03458942067,      0.3567667822,                 0,                 0,                 0,     -0.2146080806,    -0.09601583123,      0.3453403032,                 0,       -10.3143324
          0,           0,          76,      -1.988209989,      0.6873299043,      0.6499463537,       3.468985939,          6383.475,    -0.03240683895,      0.3582835742,                 0,                 0,                 0,     -0.2027880544,    -0.09412979599,      0.3472130531,                 0,      -11.05580136
          0,           0,          77,      -1.995185417,      0.6820895525,      0.6460879532,       3.457045716,          6383.475,    -0.02475117305,      0.3767811342,                 0,                 0,                 0,     -0.1693874785,    -0.08980250446,      0.3667589861,                 0,      -15.22275867
          0,           0,          78,      -2.003327877,      0.6746864707,       0.638170059,       3.445815988,          6383.475,    -0.02067696567,      0.3897735342,                 0,                 0,                 0,     -0.1528756623,    -0.08804630001,       0.380261481,                 0,      -18.85061572
          0,           0,          79,      -2.007373028,      0.6673675201,      0.6309055544,       3.437188422,          6383.475,   -0.009424233898,      0.4313389185,                 0,                 0,                 0,     -0.1115957407,    -0.08418227576,        0.42314941,                 0,      -45.76912279
          0,           0,          80,      -2.011978575,      0.6565604997,       0.617251958,       3.430691559,          6383.475,   -0.004000579667,      0.4533881006,                 0,                 0,                 0,    -0.09255106562,    -0.08266981931,      0.4458054232,                 0,      -113.3306016
          0,           0,          81,      -2.015119379,      0.6475376244,       0.607423099,       3.423990679,          6383.475,    0.009538528093,      0.5120028664,                 0,                 0,                 0,    -0.04842200367,    -0.07951474829,      0.5058807404,                 0,       53.67734533
          0,           0,          82,       -2.02034842,      0.6340157679,      0.5897744143,       3.418885031,          6383.475,      0.0157341009,      0.5403862006,                 0,                 0,                 0,    -0.02904817382,    -0.07834201442,      0.5349087179,                 0,       34.34490499
          0,           0,          83,      -2.024645859,      0.6235536347,      0.5784017442,       3.412101549,          6383.475,      0.0302565418,      0.6098438233,                 0,                 0,                 0,     0.01319945491,    -0.07610139164,      0.6058329187,                 0,       20.15576755
          0,           0,          84,      -2.033795827,      0.6076144751,      0.5585425908,       3.405051746,          6383.475,     0.03666264057,      0.6418822308,                 0,                 0,                 0,     0.03094405175,    -0.07535602698,      0.6384969981,                 0,       17.50780143
          0,           0,          85,      -2.040600926,      0.5957327742,       0.546489554,       3.396573273,          6383.475,     0.05096945516,      0.7164646279,                 0,                 0,                 0,     0.06745487847,    -0.07421766238,      0.7144306733,                 0,       14.05674488
          0,           0,          86,      -2.055346378,      0.5772810474,      0.5257465961,       3.385535691,          6383.475,     0.05707680778,      0.7497553124,                 0,                 0,                 0,     0.08207404948,    -0.07398396087,      0.7482761281,                 0,       13.13590128
          0,           0,          87,      -2.065188264,      0.5638373353,      0.5134894307,       3.374530311,          6383.475,     0.07012779717,      0.8245749969,                 0,                 0,                 0,       0.110209174,     -0.0741235472,       0.824225414,                 0,       11.75817622
          0,           0,          88,      -2.085626891,      0.5427643367,       0.492547621,       3.359003518,          6383.475,     0.07550468571,      0.8571032918,                 0,                 0,                 0,      0.1207806135,    -0.07447682482,       0.857193218,                 0,       11.35165697
          0,           0,          89,      -2.098320853,      0.5277236854,      0.4802017721,       3.345393361,          6383.475,      0.0864473947,      0.9281681207,                 0,                 0,                 0,      0.1392115991,    -0.07604063819,      0.9290785939,                 0,       10.73679691
          0,           0,          90,      -2.123174781,      0.5044754952,      0.4594338507,       3.326224353,          6383.475,       0.090757929,      0.9583318133,                 0,                 0,                 0,      0.1453976472,    -0.07703346086,      0.9595325487,                 0,        10.5592076
          0,           0,          91,      -2.137942498,      0.4882334696,      0.4470723036,       3.310534755,          6383.475,     0.09895511803,       1.022484312,                 0,                 0,                 0,       0.154007086,    -0.08010077004,       1.024133854,                 0,       10.33280878
          0,           0,          92,      -2.164804902,      0.4643448349,      0.4272142541,        3.28956935,          6383.475,      0.1019672469,       1.049050658,                 0,                 0,                 0,      0.1559743658,    -0.08174759971,       1.050819648,                 0,       10.28811397
          0,           0,          93,      -2.180434392,      0.4479885845,      0.4152840015,       3.272725638,          6383.475,      0.1070160963,       1.103852351,                 0,                 0,                 0,       0.155616487,    -0.08629166778,       1.105665503,                 0,       10.31482542
          0,           0,          94,      -2.206298781,      0.4262633608,      0.3979146654,       3.252260613,          6383.475,      0.1086031419,       1.125896461,                 0,                 0,                 0,      0.1539017069,    -0.08855665252,       1.127650301,                 0,        10.3670708
          0,           0,          95,      -2.221481133,       0.411546212,      0.3874019301,       3.235277541,          6383.475,      0.1103457951,       1.169545831,                 0,                 0,                 0,      0.1460905337,    -0.09442010767,       1.170939148,                 0,       10.59891616
          0,           0,          96,      -2.243783465,      0.3954143517,      0.3746481344,       3.217229108,          6383.475,      0.1104860771,        1.18640921,                 0,                 0,                 0,      0.1414542896,    -0.09721025208,       1.187570695,                 0,       10.73808793
          0,           0,          97,      -2.257614563,       0.384159516,      0.3667012585,       3.200832463,          6383.475,      0.1090084436,       1.217707358,                 0,                 0,                 0,      0.1280586948,     -0.1041003032,       1.218136765,                 0,        11.1707618
          0,           0,          98,      -2.275353368,      0.3759844941,      0.3600056819,       3.185971689,          6383.475,      0.1077805963,       1.228982694,                 0,                 0,                 0,      0.1213561995,     -0.1072674383,       1.229027589,                 0,       11.40263402
          0,           0,          99,      -2.287670683,      0.3690360926,       0.355135566,       3.170379863,          6383.475,      0.1033962904,       1.247329378,                 0,                 0,                 0,      0.1043375818,      -0.114771005,       1.246334219,                 0,       12.06357958
          0,           0,         100,      -2.301638581,      0.3685000773,      0.3539998597,       3.158228915,          6383.475,       0.100970486,       1.252858644,                 0,                 0,                 0,     0.09641411629,      -0.118120103,       1.251358247,                 0,       12.40816692
          0,           0,         101,      -2.312861426,       0.365170947,      0.3515833024,       3.143270355,          6383.475,     0.09418489429,       1.258243415,                 0,                 0,                 0,     0.07761865874,      -0.125737662,       1.255482906,                 0,       13.35929105
          0,           0,         102,      -2.324682804,      0.3695548734,      0.3536233339,        3.13279914,          6383.475,     0.09080775144,       1.258118952,                 0,                 0,                 0,     0.06923602394,     -0.1290418856,       1.254773898,                 0,       13.85475283
          0,           0,         103,      -2.335267374,      0.3682014431,      0.3522338858,       3.118307486,          6383.475,     0.08226566762,       1.251091948,                 0,                 0,                 0,     0.05025295287,     -0.1362339695,       1.246370333,                 0,       15.20794742
          0,           0,         104,      -2.346065731,      0.3741432945,      0.3544649921,       3.108933623,          6383.475,     0.07823935589,       1.245656409,                 0,                 0,                 0,      0.0420470851,     -0.1392552412,       1.240318211,                 0,       15.92109745
          0,           0,         105,      -2.356027998,      0.3731333169,      0.3526230311,       3.095131611,          6383.475,     0.06866538031,       1.227288414,                 0,                 0,                 0,     0.02413557657,     -0.1454941977,       1.220566764,                 0,       17.87346708
          0,           0,         106,      -2.365679863,      0.3780531263,      0.3526626039,       3.087344744,          6383.475,      0.0643202586,       1.217121412,                 0,                 0,                 0,     0.01659612099,     -0.1480078258,       1.209799698,                 0,       18.92283144
          0,           0,         107,      -2.374480326,      0.3762790199,      0.3493406381,       3.074949638,          6383.475,     0.05445759256,       1.188954459,                 0,                 0,                 0,   0.0006701596075,     -0.1528295158,       1.180348031,                 0,       21.83266655
          0,           0,         108,      -2.381766614,      0.3787429159,      0.3458870243,       3.070169658,          6383.475,     0.05012165779,       1.174844602,                 0,                 0,                 0,   -0.005860860622,      -0.154649427,       1.165699607,                 0,       23.43985921
          0,           0,         109,      -2.388599596,      0.3756720501,      0.3406460186,       3.060105429,          6383.475,     0.04067599366,       1.138856671,                 0,                 0,                 0,    -0.01920146967,     -0.1577023517,       1.128618191,                 0,       27.99825078
          0,           0,         110,      -2.392152296,      0.3751969513,      0.3334617936,       3.059721782,          6383.475,     0.03664785247,       1.121772197,                 0,                 0,                 0,    -0.02451485979,     -0.1587026085,       1.111093789,                 0,       30.60949335
          0,           0,         111,      -2.396558246,      0.3707405568,      0.3264061607,       3.052454555,          6383.475,     0.02823898107,       1.080334345,                 0,                 0,                 0,     -0.0349316993,     -0.1597881229,       1.068825287,                 0,       38.25684584
          0,           0,         112,      -2.396087648,      0.3675137929,      0.3161493112,       3.056548117,          6383.475,     0.02476795617,        1.06138581,                 0,                 0,                 0,    -0.03892609434,     -0.1599160364,       1.049561885,                 0,       42.85318508
          0,           0,         113,      -2.398420169,      0.3618869534,      0.3078340122,        3.05159451,          6383.475,     0.01789136847,       1.017174586,                 0,                 0,                 0,    -0.04628701797,     -0.1590109548,       1.004828222,                 0,       56.85281076
          0,           0,         114,      -2.395197022,      0.3565411815,      0.2958668391,       3.058534363,          6383.475,     0.01516672643,       0.997573838,                 0,                 0,                 0,    -0.04894140654,     -0.1582905693,      0.9850521242,                 0,       65.77384003
          0,           0,         115,      -2.396534553,      0.3501442119,      0.2871653021,       3.054618112,          6383.475,     0.01017480474,       0.953446118,                 0,                 0,                 0,    -0.05326809963,     -0.1555439543,      0.9407279654,                 0,       93.70657644
          0,           0,         116,      -2.392779093,      0.3435424263,      0.2752177291,       3.061856377,          6383.475,    0.008323084286,      0.9344536038,                 0,                 0,                 0,    -0.05461697928,     -0.1540695275,      0.9217024423,                 0,       112.2725148
          0,           0,         117,      -2.394391008,      0.3368338366,      0.2670751115,       3.057542425,          6383.475,    0.005421532767,      0.8932905099,                 0,                 0,                 0,    -0.05604085278,     -0.1497791017,      0.8806608591,                 0,       164.7671513
          0,           0,         118,      -2.392247743,      0.3298381087,      0.2566742129,       3.062761383,          6383.475,    0.004507066354,      0.8761461121,                 0,                 0,                 0,     -0.0561575367,     -0.1477025819,      0.8636181279,                 0,       194.3938791
          0,           0,         119,      -2.395105838,      0.3232031727,      0.2497489638,       3.056996705,          6383.475,    0.003759109849,      0.8406672118,                 0,                 0,                 0,    -0.05489063603,     -0.1422783288,      0.8285483505,                 0,       223.6346491
          0,           0,         120,      -2.395938543,      0.3164158614,      0.2415526106,       3.058826027,          6383.475,     0.00378608954,      0.8265057864,                 0,                 0,                 0,     -0.0538783611,     -0.1397926533,      0.8146067539,                 0,       218.3006444
          0,           0,         121,      -2.400478538,      0.3100333466,      0.2358966219,       3.051187532,          6383.475,    0.005120671555,      0.7990719699,                 0,                 0,                 0,    -0.05019737742,     -0.1337145143,      0.7878214664,                 0,       156.0482763
          0,           0,         122,      -2.404609196,      0.3036214719,      0.2293887088,       3.049444102,          6383.475,    0.006036373786,       0.788836282,                 0,                 0,                 0,    -0.04818555839,     -0.1310353151,      0.7779002916,                 0,       130.6804896
          0,           0,         123,      -2.410685598,      0.2974121831,      0.2244643933,         3.0401793,          6383.475,    0.009258035546,      0.7712605744,                 0,                 0,                 0,    -0.04242528174,     -0.1248106081,      0.7611510342,                 0,         83.307152
          0,           0,         124,      -2.417386203,      0.2911157554,      0.2183513269,       3.035847216,          6383.475,     0.01095588846,      0.7656223429,                 0,                 0,                 0,    -0.03957009245,     -0.1221594807,      0.7558932892,                 0,       69.88226887
