"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
33, 9.343157572190957e-01, 1.526231977466667e-02, 1.232256579655635e+00, 1.146888309680310e+02, -2.556066551363611e+01, 2.610059098090188e+05
34, 9.303710135019718e-01, 1.613938799858847e-02, 1.231701624775863e+00, 1.153308374936534e+02, -2.557824681891217e+01, 2.609070385301406e+05
35, 9.263200821770460e-01, 1.703561262637784e-02, 1.231122362717880e+00, 1.159587876017339e+02, -2.558882116671412e+01, 2.608027746498246e+05
36, 9.221639627510074e-01, 1.795045172490001e-02, 1.230541976845098e+00, 1.165549893427518e+02, -2.558859040576986e+01, 2.606974603289966e+05
37, 9.179036806841350e-01, 1.888335721206243e-02, 1.230046265243160e+00, 1.171967716646153e+02, -2.559459104747373e+01, 2.606112320801615e+05
38, 9.135402871372809e-01, 1.983377536534163e-02, 1.229478670903775e+00, 1.177691061295267e+02, -2.558171704096850e+01, 2.605080674595117e+05
39, 9.090748587125117e-01, 2.080114730919319e-02, 1.228983480315382e+00, 1.183714289955109e+02, -2.557173434937627e+01, 2.604209779844443e+05
40, 9.045084971874737e-01, 2.178490947984643e-02, 1.228455469907941e+00, 1.190030424925342e+02, -2.556442404900249e+01, 2.603279500477235e+05
41, 8.998423292435452e-01, 2.278449406609939e-02, 1.227898063631929e+00, 1.195674369626193e+02, -2.553910080086281e+01, 2.602269063158718e+05
42, 8.950775061878452e-01, 2.379932942485918e-02, 1.227380113716346e+00, 1.201371925980554e+02, -2.551146090295029e+01, 2.601343374846626e+05
43, 8.902152036691648e-01, 2.482884047030016e-02, 1.226934121261430e+00, 1.206992024936533e+02, -2.547875153752264e+01, 2.600566546430060e+05
44, 8.852566213878945e-01, 2.587244903565145e-02, 1.226366093153958e+00, 1.212637878605723e+02, -2.544319921619416e+01, 2.599536009533684e+05
45, 8.802029828000155e-01, 2.692957420676567e-02, 1.225870031362169e+00, 1.218037566368500e+02, -2.539915239503148e+01, 2.598649319671624e+05
46, 8.750555348152298e-01, 2.799963262676601e-02, 1.225345682583369e+00, 1.223574102786206e+02, -2.535466955457321e+01, 2.597708192738468e+05
47, 8.698155474893048e-01, 2.908203877121544e-02, 1.224833530414224e+00, 1.228970305183332e+02, -2.530401194934378e+01, 2.596789030144569e+05
48, 8.644843137107057e-01, 3.017620519340859e-02, 1.224335310509550e+00, 1.234155429043956e+02, -2.524580665896763e+01, 2.595893279188622e+05
49, 8.590631488815943e-01, 3.128154273953398e-02, 1.223870200126085e+00, 1.239658555336457e+02, -2.519090477925513e+01, 2.595076878292864e+05
50, 8.535533905932737e-01, 3.239746073361539e-02, 1.223299966876322e+00, 1.244834699738664e+02, -2.512616785044176e+01, 2.594031552804467e+05
51, 8.479563982961571e-01, 3.352336713229288e-02, 1.222865596458329e+00, 1.250156028950160e+02, -2.506120036433519e+01, 2.593275133637332e+05
52, 8.422735529643444e-01, 3.465866864966361e-02, 1.222366919643883e+00, 1.255496265443835e+02, -2.499342779225794e+01, 2.592385522562149e+05
53, 8.365062567548867e-01, 3.580277085255559e-02, 1.221881328123705e+00, 1.260498027321628e+02, -2.491577161658537e+01, 2.591513506764359e+05
54, 8.306559326618259e-01, 3.695507822676408e-02, 1.221362330584440e+00, 1.265504846801252e+02, -2.483510531365446e+01, 2.590572392464726e+05
55, 8.247240241650917e-01, 3.811499421493265e-02, 1.220868223192566e+00, 1.270611425689405e+02, -2.475325436530797e+01, 2.589686903901486e+05
56, 8.187119948743449e-01, 3.928192122690885e-02, 1.220386799181139e+00, 1.275562066947788e+02, -2.466520730647566e+01, 2.588823646211280e+05
57, 8.126213281678526e-01, 4.045526062355562e-02, 1.219933599142375e+00, 1.280423425349409e+02, -2.457228053690792e+01, 2.588017094925799e+05
58, 8.064535268264883e-01, 4.163441267513775e-02, 1.219463172484065e+00, 1.285439378140243e+02, -2.447912028851514e+01, 2.587179888590210e+05
59, 8.002101126629420e-01, 4.281877649554454e-02, 1.218949278167810e+00, 1.290733724529295e+02, -2.438795229065884e+01, 2.586261161446232e+05
60, 7.938926261462365e-01, 4.400774995374186e-02, 1.218426115334124e+00, 1.295502357908839e+02, -2.428352595349831e+01, 2.585307163082421e+05
61, 7.875026260216393e-01, 4.520072956397349e-02, 1.217989501436493e+00, 1.300449688438201e+02, -2.417911579451196e+01, 2.584540041885923e+05
62, 7.810416889260654e-01, 4.639711035635528e-02, 1.217549647122152e+00, 1.305429111486042e+02, -2.407186910507157e+01, 2.583767684439179e+05
63, 7.745114089990659e-01, 4.759628572961608e-02, 1.217034663300928e+00, 1.310438402380399e+02, -2.396165408546914e+01, 2.582839928460678e+05
64, 7.679133974894985e-01, 4.879764728784950e-02, 1.216538309926941e+00, 1.315127907563366e+02, -2.384203311658089e+01, 2.581941416308896e+05
65, 7.612492823579744e-01, 5.000058466323869e-02, 1.216089445493368e+00, 1.319860044402074e+02, -2.371957726525399e+01, 2.581143882809986e+05
66, 7.545207078751857e-01, 5.120448532680365e-02, 1.215561258392806e+00, 1.324669660612984e+02, -2.359478636224520e+01, 2.580183706408496e+05
67, 7.477293342162038e-01, 5.240873438930770e-02, 1.215067624787944e+00, 1.329363404127043e+02, -2.346410071308919e+01, 2.579292425183695e+05
68, 7.408768370508577e-01, 5.361271439452524e-02, 1.214590192749363e+00, 1.334311031054834e+02, -2.333392440736270e+01, 2.578443637014665e+05
69, 7.339649071302866e-01, 5.481580510714129e-02, 1.214112339836979e+00, 1.338923440905589e+02, -2.319379995922455e+01, 2.577583602452802e+05
70, 7.269952498697734e-01, 5.601738329760184e-02, 1.213624332158222e+00, 1.343908824639693e+02, -2.305590718843862e+01, 2.576714955269775e+05
71, 7.199695849279576e-01, 5.721682252627836e-02, 1.213103670629285e+00, 1.348632478331815e+02, -2.290913066197892e+01, 2.575770125290690e+05
72, 7.128896457825363e-01, 5.841349292934060e-02, 1.212619024776431e+00, 1.353815537084579e+02, -2.276557491763779e+01, 2.574915984940056e+05
73, 7.057571793025543e-01, 5.960676100875246e-02, 1.212108163422443e+00, 1.358396556847801e+02, -2.260717210079763e+01, 2.573987883691117e+05
74, 6.985739453173904e-01, 6.079598942881660e-02, 1.211627346380848e+00, 1.363460109280871e+02, -2.245192264983319e+01, 2.573138827237577e+05
75, 6.913417161825448e-01, 6.198053682169261e-02, 1.211130045613965e+00, 1.368116570487595e+02, -2.228489648729366e+01, 2.572242410982651e+05
76, 6.840622763423388e-01, 6.315975760429912e-02, 1.210633347740819e+00, 1.373063978691310e+02, -2.211736404653897e+01, 2.571357353976748e+05
77, 6.767374218896285e-01, 6.433300180899117e-02, 1.210125587029091e+00, 1.377837999529531e+02, -2.194157050135474e+01, 2.570443925080994e+05
78, 6.693689601226457e-01, 6.549961493036482e-02, 1.209572015995656e+00, 1.382869149403791e+02, -2.176417633864171e+01, 2.569443994320328e+05
79, 6.619587090990747e-01, 6.665893779050047e-02, 1.209081500920296e+00, 1.387690373895494e+02, -2.157755352569834e+01, 2.568569057157931e+05
80, 6.545084971874735e-01, 6.781030642489613e-02, 1.208608238875323e+00, 1.392294646932732e+02, -2.138148396729795e+01, 2.567723246199511e+05
81, 6.470201626161519e-01, 6.895305199127696e-02, 1.208084599746877e+00, 1.397066803271063e+02, -2.118169113748962e+01, 2.566778439825101e+05
82, 6.394955530196146e-01, 7.008650070339015e-02, 1.207563025886077e+00, 1.402115434918074e+02, -2.097945448451245e+01, 2.565847760127343e+05
83, 6.319365249826865e-01, 7.120997379180372e-02, 1.207051819626392e+00, 1.407080520138364e+02, -2.076903634166283e+01, 2.564936359191775e+05
84, 6.243449435824274e-01, 7.232278749363252e-02, 1.206537084962011e+00, 1.412113201101035e+02, -2.055242053345977e+01, 2.564020388242645e+05
85, 6.167226819279528e-01, 7.342425307300537e-02, 1.206003724731391e+00, 1.416963400310749e+02, -2.032570181103302e+01, 2.563059824494235e+05
86, 6.090716206982711e-01, 7.451367687397153e-02, 1.205435338375424e+00, 1.421835198291193e+02, -2.009159612520561e+01, 2.562027435778706e+05
87, 6.013936476782562e-01, 7.559036040741722e-02, 1.204912533572723e+00, 1.427174563355049e+02, -1.985600282746909e+01, 2.561106669276819e+05
88, 5.936906572928623e-01, 7.665360047342983e-02, 1.204377161091606e+00, 1.431986028338577e+02, -1.960468188820679e+01, 2.560142000332004e+05
89, 5.859645501397048e-01, 7.770268932040500e-02, 1.203813510890602e+00, 1.436673436775683e+02, -1.934311542398869e+01, 2.559114531807037e+05
90, 5.782172325201154e-01, 7.873691484204079e-02, 1.203262898138384e+00, 1.441823859557679e+02, -1.907884271211872e+01, 2.558130797239331e+05
91, 5.704506159687912e-01, 7.975556081320870e-02, 1.202676637831710e+00, 1.446973254587935e+02, -1.880518359586167e+01, 2.557073271481446e+05
92, 5.626666167821521e-01, 8.075790716552615e-02, 1.202135763487611e+00, 1.452259477130954e+02, -1.852356136550020e+01, 2.556115679805246e+05
93, 5.548671555455226e-01, 8.174323030328852e-02, 1.201562567371676e+00, 1.457256266982017e+02, -1.822819941150454e+01, 2.555081126507176e+05
94, 5.470541566592572e-01, 8.271080346024348e-02, 1.201015580600526e+00, 1.462480340457549e+02, -1.792529626549983e+01, 2.554109733752448e+05
95, 5.392295478639224e-01, 8.365989709751449e-02, 1.200400834567275e+00, 1.467492485896299e+02, -1.760905003326499e+01, 2.552990237332592e+05
96, 5.313952597646567e-01, 8.458977934279688e-02, 1.199813676919076e+00, 1.472944185194395e+02, -1.728690670957721e+01, 2.551944404532157e+05
97, 5.235532253548213e-01, 8.549971647076721e-02, 1.199207579552700e+00, 1.477969379679016e+02, -1.694820943540045e+01, 2.550844570033823e+05
98, 5.157053795390641e-01, 8.638897342445923e-02, 1.198637611605378e+00, 1.483103151943625e+02, -1.659891316263593e+01, 2.549824464539060e+05
99, 5.078536586559103e-01, 8.725681437717189e-02, 1.198003487064980e+00, 1.488165412035360e+02, -1.623657637785575e+01, 2.548668779798619e+05
100, 4.999999999999999e-01, 8.810250333428597e-02, 1.197426553934978e+00, 1.493495012815741e+02, -1.586446646102377e+01, 2.547642475728515e+05
101, 4.921463413440897e-01, 8.892530477417841e-02, 1.196745487325455e+00, 1.498554165114610e+02, -1.547639372021346e+01, 2.546390239643911e+05
102, 4.842946204609358e-01, 8.972448432723422e-02, 1.196254313464066e+00, 1.503936529224931e+02, -1.507814347591511e+01, 2.545545841519359e+05
103, 4.764467746451787e-01, 9.049930949177022e-02, 1.195604465623247e+00, 1.509280418383270e+02, -1.466548925289386e+01, 2.544370395061439e+05
104, 4.686047402353433e-01, 9.124905038550241e-02, 1.194969208802930e+00, 1.514691598658564e+02, -1.423903559665485e+01, 2.543228593010989e+05
105, 4.607704521360775e-01, 9.197298053100623e-02, 1.194312609880950e+00, 1.519869986613993e+02, -1.379556108349783e+01, 2.542034677552772e+05
106, 4.529458433407428e-01, 9.267037767344304e-02, 1.193743313173762e+00, 1.525078124470756e+02, -1.333715252383320e+01, 2.541024421971167e+05
107, 4.451328444544773e-01, 9.334052462865523e-02, 1.193120840550387e+00, 1.531051109444244e+02, -1.286951635437110e+01, 2.539932565891394e+05
108, 4.373333832178478e-01, 9.398271015956422e-02, 1.192449193498897e+00, 1.536111106515181e+02, -1.237788481266291e+01, 2.538705647044232e+05
109, 4.295493840312086e-01, 9.459622987864519e-02, 1.191760700182106e+00, 1.541052511738243e+02, -1.186887517898126e+01, 2.537440197190451e+05
110, 4.217827674798845e-01, 9.518038717410024e-02, 1.191140905395776e+00, 1.545991386979115e+02, -1.134300784939214e+01, 2.536318569998200e+05
111, 4.140354498602952e-01, 9.573449415720285e-02, 1.190488011563838e+00, 1.551590066007205e+02, -1.080443244676223e+01, 2.535153746645915e+05
112, 4.063093427071376e-01, 9.625787262815064e-02, 1.189871196230139e+00, 1.556853693169068e+02, -1.024537153766383e+01, 2.534052634852847e+05
113, 3.986063523217436e-01, 9.674985505763234e-02, 1.189213302833499e+00, 1.562521885006823e+02, -9.670296863403273e+00, 2.532882499123826e+05
114, 3.909283793017286e-01, 9.720978558119571e-02, 1.188532903275673e+00, 1.567498858138552e+02, -9.071880095677276e+00, 2.531640790270162e+05
115, 3.832773180720472e-01, 9.763702100339197e-02, 1.187865253410954e+00, 1.572671258551837e+02, -8.455220128983564e+00, 2.530434297336494e+05
116, 3.756550564175726e-01, 9.803093180857368e-02, 1.187185172668619e+00, 1.577836837523411e+02, -7.818557464043846e+00, 2.529203097177050e+05
117, 3.680634750173136e-01, 9.839090317513194e-02, 1.186562971453880e+00, 1.582927952225845e+02, -7.161067953509519e+00, 2.528090916353518e+05
118, 3.605044469803853e-01, 9.871633598988341e-02, 1.185853418709632e+00, 1.588260411460454e+02, -6.483601165159123e+00, 2.526807886693853e+05
119, 3.529798373838480e-01, 9.900664785924987e-02, 1.185208970723512e+00, 1.593330663213158e+02, -5.783453350081305e+00, 2.525651880521200e+05
120, 3.454915028125263e-01, 9.926127411381992e-02, 1.184611047579455e+00, 1.598232253423075e+02, -5.060715441464612e+00, 2.524587847183154e+05
121, 3.380412909009253e-01, 9.947966880284079e-02, 1.183906614155960e+00, 1.603379403135023e+02, -4.316166790047252e+00, 2.523313698575395e+05
122, 3.306310398773543e-01, 9.966130567515906e-02, 1.183208162685711e+00, 1.608319541151790e+02, -3.547865151106145e+00, 2.522045967888252e+05
123, 3.232625781103714e-01, 9.980567914311346e-02, 1.182586575425697e+00, 1.612949782973997e+02, -2.755332185117326e+00, 2.520928017146875e+05
124, 3.159377236576609e-01, 9.991230522588009e-02, 1.181878269862378e+00, 1.617692798060829e+02, -1.938925096961725e+00, 2.519636368414489e+05
125, 3.086582838174551e-01, 9.998072246878000e-02, 1.181223298897789e+00, 1.622599779239722e+02, -1.097869537208480e+00, 2.518464323226392e+05
126, 3.014260546826097e-01, 1.000104928350834e-01, 1.180431963408354e+00, 1.627596436144949e+02, -2.312331862252516e-01, 2.517014957233259e+05
127, 2.942428206974456e-01, 1.000012025668812e-01, 1.179875345032360e+00, 1.632639958804245e+02, 6.618035127177765e-01, 2.516057888152707e+05
128, 2.871103542174637e-01, 9.995246301164439e-02, 1.179242914190845e+00, 1.636940065332541e+02, 1.581276240961534e+00, 2.514916672689261e+05
129, 2.800304150720425e-01, 9.986391141115518e-02, 1.178597676569254e+00, 1.641273041805932e+02, 2.527852062634370e+00, 2.513753026330447e+05
130, 2.730047501302266e-01, 9.973521164957128e-02, 1.177953228430227e+00, 1.645638711276748e+02, 3.502342450573436e+00, 2.512595403952168e+05
131, 2.660350928697133e-01, 9.956605495747067e-02, 1.177339560642062e+00, 1.650145525311119e+02, 4.505892853530323e+00, 2.511510667977017e+05
132, 2.591231629491424e-01, 9.935616056883033e-02, 1.176765629304161e+00, 1.654761441564375e+02, 5.539487436574027e+00, 2.510516398799248e+05
133, 2.522706657837962e-01, 9.910527632800248e-02, 1.176065869763998e+00, 1.658346597003055e+02, 6.599675737618311e+00, 2.509223036212644e+05
134, 2.454792921248144e-01, 9.881317924388122e-02, 1.175417915981460e+00, 1.660999371418016e+02, 7.685841392511622e+00, 2.508003335650069e+05
135, 2.387507176420255e-01, 9.847967598858784e-02, 1.174796524699896e+00, 1.664833040152483e+02, 8.808242506044442e+00, 2.506890561065864e+05
