"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,          13,      -1.625256656,      0.9767272241,       1.000520542,       3.819783889,          6383.475,       0.193530333,      0.5366817819,                 0,                 0,                 0,   -0.009835160018,      0.1746825155,      0.5431089611,                 0,       2.773114547
          0,           0,          14,       -1.60090858,       0.947099416,      0.9590365714,       3.848953129,          6383.475,      0.1422574642,      0.5335585857,                 0,                 0,                 0,    -0.01835164404,      0.1235498787,      0.5381982701,                 0,       3.750654412
          0,           0,          15,      -1.580954535,      0.9308174861,      0.9380618274,       3.870297449,          6383.475,     0.03974234806,      0.5145269898,                 0,                 0,                 0,    -0.03328973738,     0.02176140511,      0.5156005418,                 0,       12.94656745
          0,           0,          16,      -1.555012334,      0.8869223799,      0.8910125795,       3.902520493,          6383.475,   -0.001569200062,      0.5019006681,                 0,                 0,                 0,     -0.0384305093,    -0.01908432486,      0.5015401595,                 0,      -319.8449199
          0,           0,          17,      -1.539504531,      0.8704280188,      0.8765255098,       3.918909106,          6383.475,    -0.07786830959,       0.460994744,                 0,                 0,                 0,    -0.04363458922,    -0.09390935886,      0.4579963536,                 0,      -5.920184301
          0,           0,          18,      -1.524746725,      0.8435606152,      0.8602564385,       3.938233415,          6383.475,     -0.1061348354,      0.4389086338,                 0,                 0,                 0,    -0.04388568272,     -0.1213878714,      0.4349372102,                 0,      -4.135387142
          0,           0,          19,      -1.517607548,      0.8452577543,      0.8685595237,       3.945016864,          6383.475,     -0.1560366969,      0.3757017734,                 0,                 0,                 0,     -0.0386584858,     -0.1690534463,      0.3700273039,                 0,      -2.407778304
          0,           0,          20,      -1.517312156,      0.8584039616,      0.8930173542,       3.947409799,          6383.475,     -0.1730265961,      0.3437829382,                 0,                 0,                 0,    -0.03453942828,     -0.1849190445,      0.3375349738,                 0,      -1.986879162
          0,           0,          21,      -1.517652062,      0.8766357278,      0.9136335952,       3.945351641,          6383.475,     -0.2002732048,      0.2591746751,                 0,                 0,                 0,    -0.02267659739,     -0.2091962695,      0.2520273589,                 0,      -1.294105597
          0,           0,          22,      -1.526491049,      0.9056329622,      0.9447157692,       3.936279312,          6383.475,      -0.208066971,      0.2182358241,                 0,                 0,                 0,    -0.01659816957,     -0.2155565427,      0.2108414482,                 0,      -1.048872981
          0,           0,          23,      -1.529520134,      0.9234013962,      0.9607007475,       3.930553037,          6383.475,     -0.2163561199,      0.1156602176,                 0,                 0,                 0,   -0.005034568938,      -0.220260805,      0.1080390408,                 0,     -0.5345826022
          0,           0,          24,      -1.538331947,      0.9424689562,      0.9770314995,       3.920601947,          6383.475,      -0.216609179,     0.06785442889,                 0,                 0,                 0,  -0.0004513022913,     -0.2188453119,     0.06025354248,                 0,     -0.3132574031
          0,           0,          25,      -1.539143931,      0.9517569882,      0.9834540557,       3.917349363,          6383.475,     -0.2097766957,    -0.04588614689,                 0,                 0,                 0,    0.003698353108,      -0.208047502,    -0.05317929539,                 0,      0.2187380573
          0,           0,          26,      -1.543101914,      0.9538932523,       0.982591263,       3.913693827,          6383.475,      -0.204227111,    -0.09675805646,                 0,                 0,                 0,    0.003816409013,     -0.2007258939,     -0.1038265374,                 0,      0.4737767478
          0,           0,          27,      -1.540687015,      0.9542453533,      0.9809081321,       3.915006054,          6383.475,     -0.1864805301,     -0.2102187565,                 0,                 0,                 0,   -0.003493490644,     -0.1790304024,     -0.2165987736,                 0,       1.127296004
          0,           0,          28,       -1.54080189,      0.9437692699,      0.9686018775,        3.91768411,          6383.475,     -0.1769877682,     -0.2582467919,                 0,                 0,                 0,   -0.008895275601,      -0.167867269,      -0.264266259,                 0,       1.459122257
          0,           0,          29,        -1.5369509,      0.9393549771,      0.9630413007,       3.921655653,          6383.475,     -0.1524008559,     -0.3557613533,                 0,                 0,                 0,    -0.02684594996,     -0.1398921253,     -0.3608633462,                 0,       2.334378971
          0,           0,          30,      -1.535833445,      0.9290709947,      0.9500315173,        3.92719942,          6383.475,     -0.1406452168,     -0.3933605538,                 0,                 0,                 0,    -0.03640099195,     -0.1268314542,     -0.3980293764,                 0,       2.796828522
          0,           0,          31,      -1.532645158,      0.9276424387,      0.9467777832,       3.930906631,          6383.475,     -0.1126663575,     -0.4581056019,                 0,                 0,                 0,    -0.05979600956,    -0.09661006922,     -0.4617585355,                 0,       4.066037211
          0,           0,          32,      -1.532987101,      0.9302023481,      0.9444582518,       3.934863444,          6383.475,     -0.1000668208,     -0.4782408396,                 0,                 0,                 0,    -0.07053578947,     -0.0833154982,     -0.4814417899,                 0,       4.779214886
          0,           0,          33,       -1.53216862,      0.9354557155,      0.9476891222,       3.935690171,          6383.475,    -0.07159348155,     -0.4979059897,                 0,                 0,                 0,    -0.09236678917,    -0.05417320029,     -0.5001012553,                 0,       6.954627418
          0,           0,          34,       -1.53635618,      0.9463371538,      0.9562888462,       3.934016225,          6383.475,    -0.05930484474,     -0.4966366861,                 0,                 0,                 0,     -0.1010929809,    -0.04193634745,     -0.4984038577,                 0,       8.374302104
          0,           0,          35,      -1.538424864,      0.9521540637,       0.962703224,        3.93073793,          6383.475,    -0.03266472708,     -0.4676176384,                 0,                 0,                 0,     -0.1152233539,    -0.01632520838,      -0.468472761,                 0,       14.31567566
          0,           0,          36,      -1.546855033,      0.9551516469,      0.9693643334,       3.922258016,          6383.475,    -0.02157877065,     -0.4453056393,                 0,                 0,                 0,     -0.1195897491,   -0.006024682753,     -0.4457874594,                 0,       20.63628399
          0,           0,          37,      -1.550679632,      0.9536962984,      0.9716543085,       3.915817014,          6383.475,    0.001487181114,     -0.3728669817,                 0,                 0,                 0,     -0.1222136407,     0.01449914516,     -0.3725879394,                 0,      -250.7206272
          0,           0,          38,       -1.56161562,      0.9380067224,      0.9634097401,       3.903057148,          6383.475,     0.01072173163,      -0.333394409,                 0,                 0,                 0,     -0.1210410478,     0.02235049732,     -0.3328171311,                 0,      -31.09520182
          0,           0,          39,      -1.565644126,      0.9255707043,       0.956173004,       3.895770369,          6383.475,     0.02904853601,     -0.2284285744,                 0,                 0,                 0,     -0.1106981331,      0.0370028827,     -0.2272756426,                 0,       -7.86368629
          0,           0,          40,      -1.577595147,      0.8888379754,      0.9263130992,       3.882661315,          6383.475,     0.03603356094,     -0.1774127585,                 0,                 0,                 0,     -0.1037782942,     0.04220322625,     -0.1760471303,                 0,      -4.923542218
          0,           0,          41,      -1.581700701,      0.8657982411,      0.9072799684,       3.876084779,          6383.475,     0.04906068662,    -0.05269034168,                 0,                 0,                 0,    -0.08081852723,     0.05086966658,    -0.05094605088,                 0,      -1.073982965
          0,           0,          42,      -1.595263696,      0.8135917194,      0.8557886718,       3.864375683,          6383.475,     0.05367021989,    0.004176454149,                 0,                 0,                 0,    -0.06860930242,     0.05349176929,    0.006046973628,                 0,      0.0778169748
          0,           0,          43,      -1.600930008,      0.7853602662,       0.826842049,       3.857848632,          6383.475,     0.06147399734,      0.1366094836,                 0,                 0,                 0,    -0.03476765412,     0.05666894682,      0.1386716763,                 0,       2.222231992
          0,           0,          44,      -1.617818663,      0.7359796168,       0.766423654,       3.845983682,          6383.475,     0.06386382812,      0.1943291164,                 0,                 0,                 0,    -0.01828883627,     0.05704293564,      0.1964395519,                 0,       3.042866708
          0,           0,          45,      -1.626589962,      0.7158428112,      0.7395013295,        3.83756034,          6383.475,     0.06711084564,      0.3237207993,                 0,                 0,                 0,     0.02323475911,     0.05577227056,      0.3258657321,                 0,       4.823673375
          0,           0,          46,      -1.647564286,      0.6981809765,      0.7069689145,       3.822830603,          6383.475,     0.06769163329,      0.3779717024,                 0,                 0,                 0,     0.04231947754,     0.05445937519,      0.3801038562,                 0,       5.583728506
          0,           0,          47,      -1.659693671,      0.6979888008,        0.70363219,       3.811128125,          6383.475,     0.06750531478,      0.4945173335,                 0,                 0,                 0,     0.08673646993,     0.05020578631,      0.4965719884,                 0,       7.325605919
          0,           0,          48,      -1.683595178,      0.7157137746,      0.7224021825,       3.792020698,          6383.475,     0.06684808344,       0.541330437,                 0,                 0,                 0,      0.1060684516,     0.04791520159,      0.5433336376,                 0,       8.097920077
          0,           0,          49,       -1.69782634,      0.7276849579,       0.739099753,        3.77702956,          6383.475,     0.06453224086,      0.6358166376,                 0,                 0,                 0,      0.1472420198,     0.04230324892,       0.637681458,                 0,       9.852697336
          0,           0,          50,      -1.722200856,      0.7544684539,      0.7751795685,       3.753867314,          6383.475,      0.0632084059,      0.6714221318,                 0,                 0,                 0,      0.1639686991,     0.03973760657,      0.6732190612,                 0,       10.62235508
          0,           0,          51,       -1.73642321,      0.7656334004,      0.7917558227,       3.736824445,          6383.475,      0.0598917987,      0.7356356094,                 0,                 0,                 0,        0.19534359,     0.03418200171,      0.7372776737,                 0,       12.28274364
          0,           0,          52,      -1.758867043,      0.7830926268,      0.8164829455,       3.711498018,          6383.475,     0.05832783389,      0.7567946366,                 0,                 0,                 0,        0.20663465,     0.03188055022,      0.7583692298,                 0,       12.97484556
          0,           0,          53,      -1.771199412,       0.787703883,      0.8245540358,       3.694388211,          6383.475,     0.05471949563,      0.7847385166,                 0,                 0,                 0,      0.2226263854,     0.02729918272,       0.786170158,                 0,       14.34111385
          0,           0,          54,      -1.790178055,      0.7902004839,      0.8308900998,        3.67004151,          6383.475,     0.05312382746,      0.7893985702,                 0,                 0,                 0,      0.2263400054,     0.02554185306,      0.7907716847,                 0,       14.85959517
          0,           0,          55,      -1.799616443,      0.7868362403,       0.829228342,       3.655100571,          6383.475,     0.04945474429,      0.7786819533,                 0,                 0,                 0,      0.2237039352,     0.02224900954,      0.7799335469,                 0,       15.74534384
          0,           0,          56,      -1.814134071,      0.7738792509,       0.817384103,       3.635760693,          6383.475,      0.0478378006,      0.7665195029,                 0,                 0,                 0,      0.2189297219,     0.02105751424,      0.7677220751,                 0,       16.02330152
          0,           0,          57,      -1.820426297,      0.7625980302,      0.8064820502,       3.624927945,          6383.475,     0.04398608291,      0.7191465862,                 0,                 0,                 0,      0.1975646349,     0.01886143386,      0.7202435937,                 0,       16.34941187
          0,           0,          58,       -1.82984888,      0.7353552915,      0.7778530515,       3.613988827,          6383.475,     0.04224444887,      0.6918529735,                 0,                 0,                 0,      0.1848644917,     0.01807339413,      0.6929058254,                 0,       16.37737009
          0,           0,          59,      -1.833392325,      0.7168653342,      0.7584263415,       3.607912356,          6383.475,     0.03795495081,      0.6141885852,                 0,                 0,                 0,      0.1478341327,     0.01649695718,      0.6151390468,                 0,        16.1820414
          0,           0,          60,      -1.838491171,      0.6776732364,      0.7146392843,       3.605375751,          6383.475,       0.035976144,      0.5752752063,                 0,                 0,                 0,      0.1290989036,     0.01587741314,      0.5761803135,                 0,       15.99046319
          0,           0,          61,      -1.840564369,      0.6535781131,      0.6878330534,       3.602580257,          6383.475,     0.03108060384,      0.4769981419,                 0,                 0,                 0,     0.08188836632,     0.01441467529,       0.477792265,                 0,       15.34713239
          0,           0,          62,      -1.844180194,      0.6072176699,      0.6324857186,       3.604281863,          6383.475,     0.02882691257,      0.4311698582,                 0,                 0,                 0,     0.05988052575,     0.01376174095,      0.4319132459,                 0,       14.95719866
          0,           0,          63,      -1.846716796,      0.5810926428,       0.601595986,       3.601899582,          6383.475,       0.023386658,      0.3236151946,                 0,                 0,                 0,     0.00918341777,     0.01207840406,      0.3242342395,                 0,       13.83759897
          0,           0,          64,       -1.85250004,      0.5372563413,      0.5454839708,       3.602319088,          6383.475,     0.02093060035,      0.2760125373,                 0,                 0,                 0,    -0.01302670643,     0.01128515136,      0.2765748653,                 0,       13.18703394
          0,           0,          65,      -1.857242232,      0.5157334952,      0.5194163536,        3.59775548,          6383.475,      0.0152551631,      0.1705006616,                 0,                 0,                 0,    -0.06052803138,    0.009295482795,      0.1709291947,                 0,       11.17658726
          0,           0,          66,      -1.867778555,      0.4883395612,       0.485131152,       3.592977243,          6383.475,     0.01277610169,      0.1259208014,                 0,                 0,                 0,    -0.08012054185,    0.008373746245,      0.1262899734,                 0,       9.855964239
          0,           0,          67,      -1.875528908,      0.4782370979,      0.4765082961,        3.58489092,          6383.475,    0.007366293277,     0.03226663337,                 0,                 0,                 0,     -0.1188112047,    0.006235716666,     0.03250405733,                 0,       4.380307999
          0,           0,          68,      -1.891272118,      0.4742676073,      0.4794732003,       3.573601724,          6383.475,    0.005110774412,    -0.00544268644,                 0,                 0,                 0,     -0.1336273679,    0.005297608083,   -0.005261007447,                 0,      -1.064943588
          0,           0,          69,      -1.901606158,      0.4753536873,      0.4880342329,       3.562020876,          6383.475,   0.0005295165958,    -0.07993939662,                 0,                 0,                 0,     -0.1596410882,    0.003319038737,    -0.07987221984,                 0,      -150.9667445
          0,           0,          70,      -1.920648873,      0.4867740185,       0.512617323,        3.54535286,          6383.475,   -0.001260845647,     -0.1081616787,                 0,                 0,                 0,     -0.1683721251,    0.002514710575,     -0.1081397924,                 0,       85.78502763
          0,           0,          71,      -1.931978049,      0.4927317566,      0.5259724475,       3.531499224,          6383.475,   -0.004544171828,     -0.1590971703,                 0,                 0,                 0,     -0.1798360654,    0.001011007529,     -0.1591588419,                 0,       35.01125757
          0,           0,          72,      -1.950558348,      0.5074834906,       0.550850386,       3.512536705,          6383.475,   -0.005697485142,     -0.1764931746,                 0,                 0,                 0,     -0.1820508359,   0.0004655085761,     -0.1765844991,                 0,       30.97738216
          0,           0,          73,      -1.960617276,      0.5131021734,      0.5609527035,       3.498517375,          6383.475,   -0.007416501154,     -0.2023000998,                 0,                 0,                 0,     -0.1790261005,  -0.0003518115545,     -0.2024356962,                 0,       27.27702668
          0,           0,          74,      -1.974718555,      0.5244499729,       0.576982118,       3.481344901,          6383.475,   -0.007863526943,     -0.2087009731,                 0,                 0,                 0,     -0.1750936139,  -0.0005751777707,     -0.2088482713,                 0,       26.54037745
          0,           0,          75,      -1.981702029,      0.5275728118,      0.5815561346,       3.469418251,          6383.475,   -0.007987172526,     -0.2103058362,                 0,                 0,                 0,     -0.1593143107,  -0.0006427391207,     -0.2104564718,                 0,       26.33044866
          0,           0,          76,      -1.989562536,      0.5334035222,      0.5870487924,       3.457257199,          6383.475,   -0.007756674279,     -0.2065344703,                 0,                 0,                 0,     -0.1502676122,  -0.0005440000557,     -0.2066793592,                 0,       26.62667825
          0,           0,          77,      -1.993335219,      0.5335695387,      0.5862001493,       3.448641893,          6383.475,   -0.006450638507,     -0.1868847364,                 0,                 0,                 0,     -0.1247671729,   7.547428791e-05,     -0.1869960153,                 0,       28.97150974
          0,           0,          78,      -1.996742502,      0.5335978588,       0.581957583,       3.441905992,          6383.475,   -0.005642480271,     -0.1745382671,                 0,                 0,                 0,     -0.1121266866,   0.0004522546521,     -0.1746288628,                 0,       30.93289807
          0,           0,          79,      -1.998849776,      0.5308088896,      0.5764447619,       3.436047713,          6383.475,   -0.003202290372,     -0.1380104545,                 0,                 0,                 0,    -0.08075792263,    0.001616155777,     -0.1380381405,                 0,       43.09742041
          0,           0,          80,      -2.001720804,      0.5249519693,      0.5637811541,       3.432275422,          6383.475,   -0.001959696129,     -0.1191884606,                 0,                 0,                 0,    -0.06630611285,    0.002201114954,     -0.1191842466,                 0,       60.81986838
          0,           0,          81,      -2.004251683,      0.5190996202,      0.5543858155,       3.427395145,          6383.475,    0.001248085608,    -0.07089059944,                 0,                 0,                 0,    -0.03317234743,     0.00372137155,    -0.07080385724,                 0,       -56.7994687
          0,           0,          82,      -2.010298252,      0.5069445607,      0.5344478449,        3.42311586,          6383.475,    0.002756069848,    -0.04788220238,                 0,                 0,                 0,     -0.0186925375,    0.004425455689,    -0.04775684838,                 0,      -17.37336316
          0,           0,          83,      -2.014897341,      0.4976960552,       0.521740186,       3.417347092,          6383.475,    0.006327181049,    0.007084957555,                 0,                 0,                 0,     0.01245304854,    0.006076065248,    0.007301457025,                 0,       1.119765264
          0,           0,          84,      -2.026417531,      0.4785878625,      0.4953158249,       3.409847831,          6383.475,    0.007914877023,       0.032099145,                 0,                 0,                 0,     0.02542779005,    0.006789811489,     0.03235581629,                 0,       4.055545639
          0,           0,          85,      -2.033978465,      0.4655279375,      0.4796117505,       3.401920888,          6383.475,     0.01142835604,     0.08920704089,                 0,                 0,                 0,     0.05165714645,     0.00830811336,     0.08955154225,                 0,       7.805763193
          0,           0,          86,      -2.051735658,      0.4389806214,      0.4472875383,        3.38987511,          6383.475,      0.0129058308,      0.1143475974,                 0,                 0,                 0,     0.06201613585,    0.008907295319,      0.1147283469,                 0,       8.860150049
          0,           0,          87,      -2.062460966,      0.4218962513,      0.4288169035,       3.379237291,          6383.475,     0.01594878102,      0.1698783417,                 0,                 0,                 0,     0.08146851401,     0.01001039683,      0.1703314609,                 0,       10.65149377
          0,           0,          88,      -2.085894034,      0.3883039788,      0.3916425486,       3.362607925,          6383.475,     0.01714097024,      0.1936393047,                 0,                 0,                 0,     0.08859513821,     0.01037261415,      0.1941195561,                 0,       11.29686955
          0,           0,          89,      -2.099410003,      0.3676724079,      0.3710495643,       3.349306034,          6383.475,     0.01934815406,      0.2446817598,                 0,                 0,                 0,      0.1004988998,     0.01079709742,      0.2452079471,                 0,        12.6462586
          0,           0,          90,      -2.126839268,      0.3295689228,      0.3319133257,       3.329033053,          6383.475,     0.02011385704,      0.2659280237,                 0,                 0,                 0,      0.1042551484,     0.01082085004,       0.266467991,                 0,       13.22113522
          0,           0,          91,      -2.142286888,      0.3074065762,       0.311187889,       3.313558214,          6383.475,     0.02121127648,      0.3102899622,                 0,                 0,                 0,      0.1087937581,     0.01036939163,      0.3108412049,                 0,       14.62853792
          0,           0,          92,      -2.171168616,      0.2712823128,      0.2766267313,       3.291207458,          6383.475,       0.021456093,      0.3281986901,                 0,                 0,                 0,      0.1094304984,    0.009989053427,      0.3287475671,                 0,       15.29629323
          0,           0,          93,       -2.18733767,      0.2520840032,      0.2599494409,       3.274335793,          6383.475,     0.02129374455,      0.3642744694,                 0,                 0,                 0,      0.1075017035,    0.008567777331,      0.3647957043,                 0,       17.10711184
          0,           0,          94,      -2.214790857,      0.2285773714,      0.2396865792,       3.251692217,          6383.475,     0.02098030656,      0.3782640554,                 0,                 0,                 0,       0.105531724,    0.007766300774,      0.3787658293,                 0,        18.0294818
          0,           0,          95,      -2.230400672,      0.2181319507,      0.2318918083,       3.234302607,          6383.475,     0.01955277748,      0.4049244046,                 0,                 0,                 0,     0.09846921977,    0.005409208536,      0.4053601177,                 0,       20.70930357
          0,           0,          96,      -2.254108749,      0.2152163072,      0.2316753055,       3.212910776,          6383.475,     0.01870613113,      0.4146109239,                 0,                 0,                 0,     0.09454156655,    0.004225023285,      0.4150111887,                 0,       22.16444016
          0,           0,          97,      -2.268200273,      0.2153833299,      0.2334908115,        3.19580741,          6383.475,     0.01615668148,      0.4311787892,                 0,                 0,                 0,     0.08386672104,    0.001098916535,      0.4314799868,                 0,       26.68733612
          0,           0,          98,      -2.287278041,      0.2293082412,      0.2480508889,       3.176606568,          6383.475,     0.01486304418,      0.4363655938,                 0,                 0,                 0,     0.07866115871,  -0.0003749495846,      0.4366184844,                 0,       29.35909955
          0,           0,          99,      -2.299487484,      0.2358078124,      0.2550424861,       3.160399784,          6383.475,        0.01146964,       0.442632503,                 0,                 0,                 0,     0.06587839592,   -0.003984998575,      0.4427631479,                 0,       38.59166487
          0,           0,         100,       -2.31462027,      0.2554909613,      0.2736167647,       3.143633218,          6383.475,    0.009869021173,      0.4433187298,                 0,                 0,                 0,     0.06002791615,   -0.005608591318,      0.4433930959,                 0,       44.92023292
          0,           0,         101,      -2.325124398,      0.2627911982,      0.2807087783,       3.128707845,          6383.475,    0.006013509538,      0.4395599351,                 0,                 0,                 0,     0.04647617818,   -0.009330574235,      0.4395020355,                 0,       73.09540832
          0,           0,         102,      -2.337841493,      0.2795476651,      0.2953189665,       3.114147703,          6383.475,     0.00428584087,      0.4359515945,                 0,                 0,                 0,     0.04051850063,    -0.01093126118,      0.4358355982,                 0,       101.7190343
          0,           0,         103,      -2.347049023,      0.2842837739,       0.299444663,       3.100709944,          6383.475,   0.0004113476116,      0.4229140465,                 0,                 0,                 0,     0.02728103637,    -0.01434839034,      0.4226707745,                 0,       1028.118396
          0,           0,         104,      -2.358751085,       0.294021486,      0.3062947662,       3.088051538,          6383.475,   -0.001242976944,      0.4154249674,                 0,                 0,                 0,     0.02163528721,    -0.01574034204,      0.4151285225,                 0,      -334.2177579
          0,           0,         105,      -2.367004223,      0.2948087564,      0.3061173053,       3.076205154,          6383.475,   -0.004682239588,      0.3942886602,                 0,                 0,                 0,     0.00950622369,    -0.01843986309,      0.3938850624,                 0,      -84.20941578
          0,           0,         106,      -2.378375685,      0.2962815856,      0.3039345525,       3.065392958,          6383.475,   -0.006066106706,      0.3835227254,                 0,                 0,                 0,     0.00446820617,    -0.01944716149,      0.3830773897,                 0,       -63.2238673
          0,           0,         107,      -2.385830724,      0.2927878943,      0.2990474289,       3.055177817,          6383.475,   -0.008658266043,      0.3558446813,                 0,                 0,                 0,   -0.006032106131,    -0.02107179194,      0.3553257412,                 0,      -41.09883891
          0,           0,         108,      -2.396806119,       0.286083332,      0.2877676498,       3.046453927,          6383.475,   -0.009602756893,      0.3425686481,                 0,                 0,                 0,    -0.01027767613,    -0.02155238056,      0.3420248332,                 0,      -35.67398945
          0,           0,         109,      -2.403496481,      0.2784833556,      0.2782481509,        3.03780209,          6383.475,    -0.01102763175,      0.3102275294,                 0,                 0,                 0,     -0.0188518875,    -0.02184769865,      0.3096536884,                 0,      -28.13183615
          0,           0,         110,       -2.41364556,      0.2643724869,      0.2585154368,       3.031414794,          6383.475,    -0.01141350732,      0.2953364876,                 0,                 0,                 0,     -0.0222087147,    -0.02171364929,      0.2947582509,                 0,      -25.87605014
          0,           0,         111,      -2.419665997,       0.253170216,       0.244829364,       3.024025545,          6383.475,    -0.01148095348,      0.2604735646,                 0,                 0,                 0,    -0.02871963738,     -0.0205643559,      0.2599142116,                 0,      -22.68745057
          0,           0,         112,      -2.428759767,      0.2330379389,      0.2181114104,       3.019760794,          6383.475,    -0.01125296782,      0.2449524346,                 0,                 0,                 0,    -0.03115444433,     -0.0197948295,      0.2444104933,                 0,      -21.76780726
          0,           0,         113,      -2.434444841,      0.2191181143,      0.2012953228,       3.013004597,          6383.475,   -0.009924016465,      0.2098839059,                 0,                 0,                 0,    -0.03557190364,     -0.0172428137,      0.2094097071,                 0,      -21.14908884
          0,           0,         114,      -2.442863822,      0.1952278187,      0.1704658491,       3.009915958,          6383.475,   -0.009095342861,      0.1947595232,                 0,                 0,                 0,     -0.0370926812,    -0.01588681156,       0.194323458,                 0,      -21.41310406
          0,           0,         115,      -2.448819085,      0.1800257957,      0.1525036514,       3.002898885,          6383.475,    -0.00648091681,        0.16184495,                 0,                 0,                 0,    -0.03945886824,    -0.01212527611,      0.1615201777,                 0,      -24.97253934
          0,           0,         116,      -2.457534091,      0.1558156589,      0.1225383833,       2.999492215,          6383.475,   -0.005127449564,      0.1481284038,                 0,                 0,                 0,    -0.04010036209,     -0.0102939328,      0.1478592226,                 0,      -28.88929515
          0,           0,         117,      -2.464469469,      0.1413831965,      0.1065620661,        2.99129051,          6383.475,    -0.00146638192,      0.1196128404,                 0,                 0,                 0,    -0.04050961095,   -0.005639916569,      0.1194887995,                 0,      -81.57004583
          0,           0,         118,      -2.474597782,      0.1211711873,      0.0840462074,       2.986070235,          6383.475,   0.0002858760825,      0.1082314015,                 0,                 0,                 0,    -0.04032619816,   -0.003491519507,      0.1081754468,                 0,       378.5955111
          0,           0,         119,      -2.483039768,      0.1097348281,     0.07341042116,       2.976028368,          6383.475,    0.004661441979,     0.08607584485,                 0,                 0,                 0,    -0.03891626581,    0.001654598691,     0.08618609175,                 0,       18.46549742
          0,           0,         120,      -2.495224171,      0.0971232353,     0.06319161883,       2.968108416,          6383.475,    0.006652762938,     0.07779979558,                 0,                 0,                 0,    -0.03798054482,    0.003933536545,     0.07798458012,                 0,       11.69435862
          0,           0,         121,      -2.505224669,     0.08997795336,     0.05915736134,       2.956100342,          6383.475,       0.011354737,     0.06350182781,                 0,                 0,                 0,     -0.0349385298,    0.009131638169,     0.06385941882,                 0,       5.592540613
          0,           0,         122,      -2.519102969,     0.08566004349,     0.06034484023,       2.945664308,          6383.475,     0.01341000928,     0.05888175531,                 0,                 0,                 0,    -0.03334042976,     0.01134689664,     0.05931388871,                 0,       4.390881027
